83	kalt	ADJD
84	/	$(
85	rühre	VVFIN
86	es	NE
87	alle	PIAT
88	Morgen	NN
89	untereinander	ADV
90	/	$(
91	und	KON
92	wenn	KOUS
93	es	PPER
94	drey	CARD
95	oder	KON
96	vier	CARD
97	Tage	NN
98	gestanden	VVPP
99	/	$(
100	so	ADV
101	gieße	NN
102	den	ART
103	Essig	NN
104	ab	PTKVZ
105	/	$(
106	es	PPER
107	kann	VMFIN
108	auch	ADV
109	wohl	ADV
110	unabgegossen	ADJD
111	alles	PIS
112	beisammen	PTKVZ
113	gelassen	VVPP
114	werden	VAINF
115	.	$.
1	von	APPR
2	diesem	PDAT
3	Pestessig	NN
4	brauche	VVFIN
5	ein	ART
6	Erwachsenes	NN
7	jeglichen	PIAT
8	Morgen	NN
9	zur	APPRART
10	Verwahrung	NN
11	vor	APPR
12	der	ART
13	Pest	NN
14	einen	ART
15	halben	ADJA
16	Löffel	NN
17	voll	ADJD
18	/	$(
19	und	KON
20	so	ADV
21	er	PPER
22	es	PPER
23	wohl	ADV
24	vertrüge	VVFIN
25	/	$(
26	wohl	ADV
27	einem	ART
28	ganzen	ADJA
29	Löffel	NN
30	voll	ADJD
31	/	$(
32	oder	KON
33	nehme	VVFIN
34	früh	ADJA
35	etliche	PIAT
36	Stücklein	NN
37	der	ART
38	im	APPRART
39	Pestessig	NN
40	liegenden	ADJA
41	Wurzeln	NN
42	/	$(
43	und	KON
44	genieße	VVFIN
45	sie	PPER
46	.	$.
1	Uber	APPR
2	diß	PDS
3	kann	VMFIN
4	bisweilen	ADV
5	früh	ADJD
6	etliche	PIAT
7	Bissen	VVFIN
8	Brot	NN
9	mit	APPR
10	Butter	NN
11	/	$(
12	Salz	NN
13	und	KON
14	frischer	ADJA
15	Rauten	NN
16	genommen	VVPP
17	werden	VAINF
18	.	$.
1	denn	KON
2	des	ART
3	Salzes	NN
4	Kraft	NN
5	in	APPR
6	der	ART
7	Pest	NN
8	auch	ADV
9	nicht	PTKNEG
10	gering	ADJA
11	zu	PTKZU
12	achten	ADJA
13	.	$.
1	wer	PWS
2	ausgehen	VVINF
3	will	VMFIN
4	/	$(
5	oder	KON
6	soll	VMFIN
7	/	$(
8	esse	VVFIN
9	zuvor	ADV
10	etwas	PIS
11	/	$(
12	bestreiche	ADJA
13	Mund	NN
14	und	KON
15	Nasen	NN
16	mit	APPR
17	dem	ART
18	Pestessig	NN
19	:	$.
20	item	NN
21	kann	VMFIN
22	ein	ART
23	Schwämmlein	NN
24	in	APPR
25	denselbigen	PDAT
26	eintauchen	VVINF
27	und	KON
28	im	APPRART
29	Mund	NN
30	halten	VVINF
31	.	$.
1	2.	ADJA
1	wer	PWS
2	aber	ADV
3	den	ART
4	innerlichen	ADJA
5	Gebrauch	NN
6	des	ART
7	Pestessigs	NN
8	nicht	PTKNEG
9	wohl	ADV
10	vertrüge	VVFIN
11	/	$(
12	wie	KOKOM
13	denn	KON
14	nicht	PTKNEG
15	ein	ART
16	jedwede	PIAT
17	Arznei	NN
18	mit	APPR
19	Essig	NN
20	bereitet	VVFIN
21	verträgt	VVFIN
22	/	$(
23	der	ART
24	bereite	VVFIN
25	oder	KON
26	lasse	VVFIN
27	sich	PRF
28	bereiten	VVFIN
29	diese	PDAT
30	Latwerge	NN
31	:	$.
32	nimm	NE
33	Wacholderbeersaft	NN
34	8.	ADJA
35	Lot	NN
40	/	$(
41	Knoblauch	NN
42	/	$(
43	und	KON
44	frische	ADJA
45	Rauten	NN
46	/	/
47	jedes	PIS
48	4.	ADJA
49	Lot	NN
50	/	$(
51	diese	PDAT
52	zwei	CARD
53	klein	ADJD
54	geschnitten	VVPP
55	stoß	VVIMP
56	oder	KON
57	reibe	VVFIN
58	es	PPER
59	zusammen	ADV
60	in	APPR
61	irrdenen	ADJA
62	Gefäßen	NN
63	mit	APPR
64	Zugießen	VVINF
65	ein	ART
66	wenig	PIS
67	guten	ADJA
68	Weinessigs	NN
69	/	$(
70	bis	VVFIN
71	es	PPER
72	zu	PTKZU
73	einer	ART
74	Latwerge	NN
75	/	$(
76	oder	KON
77	fast	ADV
78	dicken	ADJA
79	Brei	NN
80	werde	VAFIN
81	/	$(
82	verwahre	VVFIN
83	es	PPER
84	wohl	ADV
85	in	APPR
86	einem	ART
87	irdenen	ADJA
88	Gefäß	NN
89	oder	KON
90	Glas	NE
91	.	$.
1	und	KON
2	hiervon	PAV
3	nehme	VVFIN
4	ein	ART
5	Erwachsener	NN
6	alle	PIAT
7	Morgen	NN
8	zwei	CARD
9	Messerspitzen	NN
10	zur	APPRART
11	Bewahrung	NN
12	vor	APPR
13	der	ART
14	Pest	NN
15	/	$(
16	ein	ART
17	Unerwachsener	NN
18	eine	ART
19	Messerspitze	NN
20	.	$.
1	wohl	ADV
2	aber	ADV
3	tut	VVFIN
4	der	ART
5	Hausvater	Hausvater
6	/	$(
7	der	ART
8	vor	APPR
9	sich	PRF
10	und	KON
11	die	ART
12	Seinigen	PPOSAT
13	beide	PIAT
14	Arzneien	NN
15	/	$(
16	Pestessig	NN
17	und	KON
18	Pestlatwerge	NN
19	bereitet	VVFIN
20	/	$(
21	und	KON
22	einen	ART
23	Morgen	NN
24	innerlich	ADJD
25	von	APPR
26	den	ART
27	Pestessig	NN
28	/	$(
29	den	ART
30	anderen	ADJA
31	Morgen	NN
32	von	APPR
33	der	ART
34	Pestlatwerge	NN
35	braucht	VVFIN
36	/	$(
37	und	KON
38	mit	APPR
39	diesen	PDAT
40	beiden	PIAT
41	Arzneien	NN
42	alle	PIAT
43	Morgen	NN
44	solcher	PIAT
45	massen	NN
46	umwechselt	VVFIN
47	.	$.
1	3.	ADJA
2	ferner	ADV
3	ist	VAFIN
4	auch	ADV
5	zur	APPRART
6	Verwahrung	NN
7	vor	APPR
8	der	ART
9	Pest	NN
10	nötig	ADJD
11	/	$(
12	dass	KOUS
13	/	$(
14	der	ART
15	noch	ADV
16	gesund	ADJD
17	ist	VAFIN
18	/	$(
19	zu	PTKZU
20	solcher	PIAT
21	Zeit	NN
22	wohl	ADV
23	esse	VVFIN
24	/	$(
25	und	KON
26	zwar	ADV
27	zu	PTKZU
28	seiner	PPOSAT
29	Sättigung	NN
30	was	PWS
31	ihm	PPER
32	schmeckt	VVFIN
33	/	$(
34	und	KON
35	Gott	NN
36	beschert	VVPP
37	/	$(
38	da	ADV
39	denn	KON
40	bei	APPR
41	Tisch	NN
42	geriebener	VVPP
43	Meerrettich	NE
44	/	$(
45	oder	KON
46	Kren	NN
47	mit	APPR
48	Weinessig	NN
49	/	$(
50	und	KON
51	ein	ART
52	wenig	PIS
53	Safran	NN
54	soll	VMFIN
55	zum	APPRART
56	Eintauchen	NN
57	genutzt	VVPP
58	werden	VAINF
59	.	$.
1	sehe	VVFIN
2	auch	ADV
3	zu	PTKZU
4	/	$(
5	dass	KOUS
6	/	$(
7	wo	PWAV
8	nur	ADV
9	einige	PIAT
10	Möglichkeit	NE
11	des	ART
12	Armuts	NN
13	wegen	APPR
14	/	$(
15	sich	PRF
16	gutes	ADJD
17	starkes	ADJD
18	Bier	NN
19	zu	PTKZU
20	trinken	VVINF
21	schaffe	VVFIN
22	:	$.
23	aber	KON
24	allen	PIAT
25	Branntweins	NN
26	sich	PRF
27	enthalte	VVFIN
28	/	$(
29	item	ADV
30	in	APPR
31	aller	PIAT
32	seiner	PPOSAT
33	Armut	NN
34	sich	PRF
35	/	$(
36	so	ADV
37	viel	ADV
38	möglich	ADJD
39	/	$(
40	bemühe	VVFIN
41	/	$(
42	ein	ART
43	freudiges	ADJA
44	Herz	NN
45	zu	PTKZU
46	haben	VAFIN
47	/	$(
48	und	KON
49	entschlage	VVFIN
50	sich	PRF
51	aller	PIAT
52	Traurigkeit	NN
53	/	$(
54	Schreckens	NN
55	/	$(
56	und	KON
57	glaube	VVFIN
58	festiglich	PTKVZ
59	/	$(
60	er	PPER
61	werde	VAFIN
62	von	APPR
63	der	ART
64	Pest	NN
65	nicht	PTKNEG
66	angefallen	VVPP
67	werden	VAINF
68	/	$(
69	Gott	NN
70	werde	VAFIN
71	ihn	PPER
72	behüten	VVINF
73	:	$.
74	meide	VVFIN
75	aber	ADV
76	auch	ADV
77	die	ART
78	Gelegenheit	NN
79	/	$(
80	und	KON
81	gehe	VVFIN
82	nicht	PTKNEG
83	an	APPR
84	unrichtige	ADJA
85	Orte	NN
86	/	$(
87	und	KON
88	lasse	VVFIN
89	nichts	PIS
90	Verdächtiges	ADJA
91	in	APPR
92	sein	VAINF
93	Haus	NN
94	eintragen	VVINF
95	oder	KON
96	kommen	VVFIN
97	.	$.
1	im	APPRART
2	Hause	NN
3	oder	KON
4	Stuben	NN
5	soll	VMFIN
6	täglich	ADJD
7	früh	ADJD
8	und	KON
9	abends	NN
10	geräuchert	VVPP
11	werden	VAINF
12	/	$(
13	mit	APPR
14	Schwefel	NN
15	/	$(
16	und	KON
17	so	ADV
18	diesen	PDAT
19	jemand	PIS
20	nicht	PTKNEG
21	vertrüge	VVFIN
22	/	$(
23	mit	APPR
24	Wermut	NN
25	/	$(
26	Wacholderbeeren	NN
27	/	$(
28	mit	APPR
29	Pech	NN
30	/	$(
31	mit	APPR
32	Harz	NE
33	/	$(
34	und	KON
35	lasse	VVFIN
36	den	ART
37	Wind	NN
38	/	$(
39	wenn	KOUS
40	er	PPER
41	stark	ADJD
42	weht	VVFIN
43	/	$(
44	wohl	ADV
45	durchs	APPRART
46	Haus	NN
47	gehen	VVINF
48	/	$(
49	sonderlich	ADJD
50	wenn	KOUS
51	der	ART
52	Nordwind	NN
53	weht	VVFIN
54	.	$.
1	die	ART
2	Fenster	NN
3	lasse	VVFIN
4	nach	APPR
5	dem	ART
6	Räuchern	NN
7	etwas	PIS
8	öffnen	VVINF
9	/	$(
10	damit	PAV
11	der	ART
12	übrige	ADJA
13	Dunst	NN
14	und	KON
15	Dampf	NN
16	sich	PRF
17	verlieren	VVINF
18	möge	VMFIN
19	.	$.
1	kann	VMFIN
2	es	PPER
3	der	ART
4	Hausvater	NN
5	haben	VAFIN
6	/	$(
7	so	ADV
8	lasse	VVFIN
9	er	PPER
10	fast	ADV
11	stets	ADV
12	ein	ART
13	mäßiges	ADJA
14	Feuer	NN
15	in	APPR
16	der	ART
17	Küche	NN
18	unterhalten	VVPP
19	/	$(
20	wobei	PWAV
21	die	ART
22	Hausgenossen	NN
23	sich	PRF
24	oft	ADV
25	befinden	VVFIN
26	mögen	VMFIN
27	.	$.
1	und	KON
2	hüte	VVFIN
3	sich	PRF
4	ja	ADV
5	zu	PTKZU
6	solcher	PIAT
7	betrübten	VVFIN
8	und	KON
9	gefährlichen	ADJA
10	Zeit	NN
11	jedermann	PIS
12	für	APPR
13	Baden	NN
14	/	$(
15	Purgieren	NE
16	/	$(
17	Aderlassen	NN
18	/	$(
19	Schröpfen	NN
20	/	$(
21	welches	PRELS
22	alles	PIS
23	zu	PTKZU
24	unterlassen	VVINF
25	:	$.
26	hingegen	ADV
27	aber	ADV
28	schwitze	VVFIN
29	jedweder	PIAT
30	/	$(
31	der	ART
32	noch	ADV
33	gesund	ADJD
34	ist	VAFIN
35	/	$(
36	wöchentlich	ADJD
37	ein	ART
38	Mal	NN
39	/	$(
40	oder	KON
41	zwei	CARD
42	Mal	NN
43	gegen	APPR
44	Morgen	NN
45	/	$(
46	jedesmal	ADV
47	eine	ART
48	Stunde	NN
49	lang	ADJD
50	/	$(
51	brauche	VVFIN
52	selbigen	ADJA
53	Abend	NN
54	vorher	ADV
55	von	APPR
56	der	ART
57	Pestlatwerge	NN
58	4.	ADJA
59	oder	KON
60	5.	ADJA
61	Messerspitzen	NN
62	auf	APPR
63	einmal	ADV
64	.	$.
1	und	KON
2	dies	PDS
3	sei	VAFIN
4	kürzlich	ADV
5	zur	APPRART
6	Verwahrung	NN
7	vor	APPR
8	der	ART
9	Pest	NN
10	.	$.
1	4.	ADJA
2	wenn	KOUS
3	aber	ADV
4	und	KON
5	sobald	ADV
7	jemand	PIS
8	vermutet	VVFIN
9	/	$(
10	dass	KOUS
11	er	PPER
12	von	APPR
13	der	ART
14	Pest	NN
15	angesteckt	VVPP
16	sei	VAFIN
17	/	$(
18	und	KON
19	anfinge	VVFIN
20	etwa	ADV
21	über	APPR
22	Hauptweh	NN
23	/	$(
24	Frost	NN
25	oder	KON
26	Herzweh	NN
27	/	$(
28	Bangigkeit	NN
29	/	$(
30	Übelsein	NN
31	des	ART
32	Magens	NN
33	zu	PTKZU
34	klagen	VVFIN
35	/	$(
36	oder	KON
37	wäre	VAFIN
38	an	APPR
39	einem	ART
40	unrichtigen	ADJA
41	Ort	NN
42	gewesen	VAPP
43	/	$(
44	der	ART
45	nehme	VVFIN
46	bald	ADV
47	ein	ART
48	folgendes	PIS
49	Tränklein	NN
50	:	$.
51	nimm	NE
52	Knoblauchessig	NN
55	/	$(
56	Rautensaft	NN
57	/	$(
58	jedes	PIAT
59	2.	CARD
60	Loth	NN
61	/	$(
62	mische	VVFIN
63	es	PPER
64	zusammen	ADV
65	mit	APPR
66	einer	ART
67	Messerspitze	NN
68	Salz	NN
69	/	$(
70	(	$(
71	wäre	VAFIN
72	es	PPER
73	zu	PTKZU
74	scharf	ADJA
75	/	$(
76	so	ADV
77	mische	VVFIN
78	ein	ART
79	paar	PIAT
80	Löffel	NN
81	warmes	ADJD
82	Bier	NN
83	darunter	PAV
84	)	$(
85	und	KON
86	trink	VVIMP
87	es	PPER
88	auf	APPR
89	einmal	ADV
90	aus	APPR
91	/	$(
92	sobald	ADV
94	du	PPER
95	dich	PPER
96	übel	ADV
97	befindest	VVFIN
98	/	$(
99	und	KON
100	hierauf	PAV
101	lass	VVFIN
102	dich	PPER
103	wohl	ADV
104	zudecken	VVINF
105	/	$(
106	und	KON
107	bemühe	VVFIN
108	dich	PPER
109	stark	ADJD
110	zu	PTKZU
111	schwitzen	VVINF
112	.	$.
1	(	$(
2	der	ART
3	Knoblauchessig	NN
4	wird	VAFIN
5	von	APPR
6	Knoblauch	NN
7	und	KON
8	Essig	NN
9	bereitet	VVFIN
10	/	$(
11	auf	APPR
12	Art	NN
13	/	$(
14	wie	KOKOM
15	von	APPR
16	dem	ART
17	Pestessige	NN
18	gedacht	VVPP
19	worden	VAPP
20	.	$.
21	)	$(
1	worauf	PWAV
2	im	APPRART
3	Fall	NN
4	die	ART
5	Hitze	NN
6	und	KON
7	Schwachheit	NN
8	mehr	ADV
9	zu-	PTKZU
10	/	$(
11	als	KOKOM
12	abnehmen	VVINF
13	täte	VVFIN
14	/	$(
15	und	KON
16	wäre	VAFIN
17	also	ADV
18	gewiss	ADV
19	/	$(
20	dass	KOUS
21	der	ART
22	Patient	NN
23	die	ART
24	Krankheit	NN
25	recht	ADJD
26	habe	VAFIN
27	/	$(
28	so	ADV
29	soll	VMFIN
30	derselbe	PDAT
31	(	$(
32	verstehe	VVFIN
33	ein	ART
34	Erwachsener	NN
35	)	$(
36	das	ART
37	jetzt	ADV
38	beschriebene	ADJA
39	Tränklein	NN
40	von	APPR
41	Knoblauchessig	NN
42	und	KON
43	Rautensaft	NN
44	mit	APPR
45	ein	ART
46	wenig	PIS
47	Salz	NN
48	alle	PIS
49	Morgen	NE
50	brauchen	VVFIN
51	/	$(
52	und	KON
53	jedesmal	ADV
54	2.	ADJA
55	Stunden	NN
56	darauf	PTKVZ
57	schwitzen	VVINF
58	.	$.
1	5.	ADJA
2	zu	PTKZU
3	Mittag	NN
4	täglich	ADJD
5	nehme	VVFIN
6	dieses	PDAT
7	ein	ART
8	:	$.
9	nimm	VVFIN
10	Holundersaft	NN
11	1.	ADJA
12	Löffel	NN
13	voll	ADJD
14	/	$(
15	mische	VVFIN
16	darunter	PAV
17	mit	APPR
18	ein	ART
19	wenig	PIS
20	Weinessig	NN
21	/	$(
22	ein	ART
23	Quintlein	NN
24	/	$(
25	oder	KON
26	ein	ART
27	paar	PIAT
28	Messerspitzen	NN
29	klein	ADJD
30	geriebenen	ADJA
31	Schwefel	NN
32	/	$(
33	und	KON
34	dies	PDS
35	brauche	VVFIN
36	auf	APPR
37	einmal	ADV
38	worauf	PWAV
39	etliche	PIAT
40	Loͤffel	NN
41	voll	ADJD
42	Bier	NN
43	oder	KON
44	Suppe	NN
45	mögen	VMFIN
46	genommen	VVPP
47	/	$(
48	hierauf	PAV
49	aber	ADV
50	nicht	PTKNEG
51	darf	VMFIN
52	geschwitzt	VVPP
53	werden	VAINF
54	.	$.
1	zu	APPR
2	Abend	NN
3	um	APPR
4	6.	ADJA
5	Uhr	NN
6	brauche	VVFIN
7	täglich	ADJD
8	ein	ART
9	Pülverlein	NE
10	aus	APPR
11	hiesiger	ADJA
12	Apotheken	NN
13	genannt	VVPP
14	pulvis	NE
15	de	NE
16	tribus	NE
17	(	$(
18	kostet	VVFIN
19	auf	APPR
20	einmal	ADV
21	zu	PTKZU
22	brauchen	VVINF
23	1.	ADJA
24	Arg.	NN
25	)	$(
26	und	KON
27	dies	PDS
28	auf	APPR
29	einmal	ADV
30	in	APPR
31	einen	ART
32	Löffel	NN
33	Wassersuppe	NN
34	gebraucht	VVPP
35	/	$(
36	worauf	PWAV
37	abermal	ADV
38	stark	ADJD
39	zu	PTKZU
40	schwitzen	VVINF
41	.	$.
1	dergleichen	PIS
2	Pülverlein	NN
3	ist	VAFIN
4	alle	PIAT
5	andere	ADJA
6	Abend	NN
7	zu	PTKZU
8	nehmen	VVINF
9	/	$(
10	mit	APPR
11	darauf	PAV
12	folgenden	ADJA
13	Schweiß	NN
14	/	$(
15	der	ART
16	jedesmal	ADV
17	darauf	PAV
18	getrieben	VVPP
19	werden	VAINF
20	soll	VMFIN
21	/	$(
22	eine	ART
23	oder	KON
24	welches	PRELS
25	besser	ADJD
26	wäre	VAFIN
27	/	$(
28	zwei	CARD
29	Stunden	NN
30	lang	ADJA
31	.	$.
32	6.	ADJA
33	wäre	VAFIN
34	aber	ADV
35	jemand	PIS
36	auf	APPR
37	dem	ART
38	Lande	NN
39	/	$(
40	und	KON
41	könnte	VMFIN
42	wegen	APPR
43	Entlegenheit	NN
44	/	$(
45	oder	KON
46	anderer	ADJA
47	Verhindernis	NN
48	das	ART
49	Pülverlein	NN
50	nicht	PTKNEG
51	haben	VAFIN
52	/	$(
53	der	ART
54	verändere	VVFIN
55	in	APPR
56	Mangel	NN
57	desselben	PDS
58	solcher	PIAT
59	Gestalt	NN
60	diese	PDAT
61	Ordnung	NN
62	/	$(
63	dass	KOUS
64	er	PPER
65	zu	PTKZU
66	Mittag	NN
67	täglich	ADJD
68	von	APPR
69	obig	ADJD
70	beschriebener	ADJA
71	Pestlatwerge	NN
72	/	$(
73	nehme	VVFIN
74	auf	APPR
75	einmal	ADV
76	3.	ADJA
77	oder	KON
78	4.	ADJA
79	Messerspitzen	NN
80	/	$(
81	und	KON
82	nehme	VVFIN
83	täglich	ADJD
84	zu	PTKZU
85	Abends	NN
86	an	APPR
87	statt	APPR
88	des	ART
89	Pulveris	NE
90	de	NE
91	tribus	NE
92	,	$,
93	die	ART
94	schon	ADV
95	verordnete	ADJA
96	mittägige	ADJA
97	Arznei	NN
98	/	$(
99	den	ART
100	Löffel	NN
101	Holundersaft	NN
102	mit	APPR
103	dem	ART
104	Schwefel	NN
105	/	$(
106	und	KON
107	schwitze	VVFIN
108	hierauf	PAV
109	des	ART
110	Abends	NN
111	ein	ART
112	paar	PIAT
113	Stunden	NN
114	lang	ADJD
115	.	$.
1	welcher	PWAT
2	Gebrauch	NN
3	itzo	ADV
4	beschrieben	VVPP
5	/	$(
6	früh	ADJD
7	/	$(
8	mittags	NN
9	und	KON
10	abends	NN
11	täglich	ADJD
12	zu	PTKZU
13	wiederholen	VVINF
14	/	$(
15	von	APPR
16	dem	ART
17	/	$(
18	der	ART
19	an	APPR
20	der	ART
21	Pest	NN
22	liegt	VVFIN
23	/	$(
24	und	KON
25	damit	PAV
26	fortzufahren	VVINF
27	/	$(
28	5.	ADJA
29	oder	KON
30	6.	ADJA
31	Tage	NN
32	lang	ADJD
33	.	$.
1	wobei	PWAV
2	zu	PTKZU
3	merken	VVINF
4	/	$(
5	dass	KOUS
6	dem	ART
7	Patienten	NN
8	öfters	ADV
9	mag	VMFIN
10	Bier	NN
11	zu	PTKZU
12	trinken	VVINF
13	gegeben	VVPP
14	werden	VAINF
15	/	$(
16	doch	ADV
17	auf	PTK
18	einmal	ADV
19	nicht	PTKNEG
20	viel	ADJA
21	;	$;
22	des	ART
23	Wassertrinkens	NN
24	aber	ADV
25	/	$(
26	wie	KOKOM
27	auch	ADV
28	andere	ADJA
29	unzeitigen	ADJA
30	Erkühlungen	NE
31	/	$(
32	soll	VMFIN
33	sich	PRF
34	der	ART
35	Patient	NN
36	enthalten	ADJD
37	.	$.
1	7.	ADJA
2	wenn	KOUS
3	jemand	PIS
4	eine	ART
5	Pestbeule	NN
6	auffahren	VVINF
7	täte	VVFIN
8	/	$(
9	und	KON
10	könnte	VMFIN
11	in	APPR
12	Eile	NN
13	kein	PIAT
14	besseres	ADJD
15	Mittel	NN
16	erlangen	VVINF
17	/	$(
18	der	ART
19	lasse	VVFIN
20	indes	ADV
21	die	ART
22	Seinigen	NN
23	dieses	PDAT
24	bereiten	VVFIN
25	/	$(
26	auf	APPR
27	ein	ART
28	Tüchlein	NN
29	streichen	VVINF
30	/	$(
31	und	KON
32	alle	PIAT
33	6.	ADJA
34	Stunden	NN
35	frisch	ADJ
36	auflegen	APPR
37	/	$(
38	die	ART
39	abgenommenen	ADJA
40	Tüchlein	NN
41	aber	ADV
42	sollen	VMFIN
43	vergraben	VVPP
44	werden	VAINF
45	:	$.
46	nimm	NE
47	Senf	NN
48	:	$.
49	1.	ADJA
50	Lot	NN
51	/	$(
52	gekochte	ADJA
53	Zwiebeln	NN
54	/	$(
55	Honig	NN
56	/	$(
57	jedes	PIAT
58	2.	ADJA
