1	welches	PWS
2	ob	KOUS
3	es	PPER
4	wohl	ADV
5	in	APPR
6	gemein	ADJD
7	von	APPR
8	allen	PIAT
9	Werken	NN
10	und	KON
11	Wohltaten	NN
12	Gottes	NN
13	/	$(
14	sie	PPER
15	seien	VAINF
16	allgemein	ADJD
17	oder	KON
18	sonderbar	ADJD
19	/	$(
20	in	APPR
21	allen	PIAT
22	Ständen	NN
23	geredet	VVPP
24	wird	VAFIN
25	/	$(
26	so	ADV
27	kann	VMFIN
28	es	PPER
29	doch	ADV
30	nicht	PTKNEG
31	unbillig	ADJD
32	auch	ADV
33	insonderheit	ADV
34	auf	APPR
35	diese	PDAT
36	Werke	NN
37	und	KON
38	Gaben	NN
39	Gottes	NN
40	gezogen	VVPP
41	werden	VAINF
42	/	$(
43	welche	PWAT
44	zu	PTKZU
45	Erlangung	NN
46	und	KON
47	Erhaltung	NN
48	der	ART
49	Gesundheit	NN
50	des	ART
51	Menschen	NN
52	ersprießlich	ADJD
53	seien	VAINF
54	/	$(
55	inmassen	KOUS
56	denn	KON
57	der	ART
58	Engel	NE
59	Raphael	NE
60	eben	ADV
61	daher	PAV
62	seinen	PPOSAT
63	Namen	NN
64	hat	VAFIN
65	/	$(
66	dass	KOUS
67	er	PPER
68	ein	ART
69	Arzt	NN
70	Gottes	NN
71	genannt	VVPP
72	wird	VAFIN
73	/	$(
74	auch	ADV
75	solchen	PIAT
76	seinen	PPOSAT
77	Namen	NN
78	in	APPR
79	der	ART
80	Historie	NN
81	Tobias	NE
82	auf	APPR
83	viele	ADV
84	Wege	NN
85	in	APPR
86	der	ART
87	Tat	NN
88	erwiesen	VVPP
89	.	$.
1	geht	VVFIN
2	demnach	PAV
3	allhier	ADV
4	der	ART
5	Engel	NE
6	Raphael	NE
7	allen	PIAT
8	christlichen	ADJA
9	Ärzten	NN
10	mit	APPR
11	gutem	ADJA
12	Exempel	NN
13	für	APPR
14	/	$(
15	dieselben	PDAT
16	dadurch	PAV
17	anzumahnen	VVIZU
18	/	$(
19	dass	KOUS
20	sie	PPER
21	Gottes	NN
22	milde	ADJA
23	reiche	VVFIN
24	Güte	NN
25	in	APPR
26	Offenbarung	NN
27	und	KON
28	Ausbreitung	NN
29	vieler	PIAT
30	heilsamer	ADJA
31	/	$(
32	und	KON
33	zur	APPRART
34	Gesundheit	NN
35	dienlicher	ADJA
36	Mittel	NN
37	/	$(
38	so	ADV
39	viel	ADV
40	immer	ADV
41	müglich	ADJD
42	/	$(
43	rühmen	VVINF
44	/	$(
45	loben	VVFIN
46	und	KON
47	preisen	VVFIN
48	.	$.
1	dazu	PAV
2	auch	ADV
3	der	ART
4	weise	VVFIN
5	Man	PIS
6	Jesus	NE
7	Sirach	NE
8	/	$(
9	welcher	PWAT
10	in	APPR
11	seinem	PPOSAT
12	Buch	NN
13	den	ART
14	Arzt	NN
15	und	KON
16	die	ART
17	Arznei	NN
18	als	KOKOM
19	von	APPR
20	Gott	NN
21	geschaffen	VVPP
22	/	$(
23	hoch	ADJD
24	rühmt	VVFIN
25	/	$(
26	und	KON
27	ausdrücklich	ADJD
28	anzeigt	VVFIN
29	/	$(
30	dass	KOUS
31	der	ART
32	Herr	NN
33	eben	ADV
34	darum	PAV
35	solche	PIAT
36	Kunst	NN
37	den	ART
38	Menschen	NN
39	gegeben	VVPP
40	habe	VAFIN
41	/	$(
42	dass	KOUS
43	er	PPER
44	gepriesen	VVPP
45	würde	VAFIN
46	in	APPR
47	seinen	PPOSAT
48	Wundertaten	NN
49	/	$(
50	sie	PPER
51	und	KON
52	alle	PIAT
53	Christen	NN
54	vermahnt	VVFIN
55	/	$(
56	in	APPR
57	dem	ART
58	er	PPER
59	sagt	VVFIN
60	am	APPRART
61	drei	CARD
62	und	KON
63	vierzigsten	ADJA
64	Kapitel	NN
1	lobt	VVFIN
2	und	KON
3	preist	VVFIN
4	den	ART
5	Herrn	NN
6	/	$(
7	so	ADV
8	hoch	ADJD
9	ihr	PPOSAT
10	vermögt	VVFIN
11	/	$(
12	er	PPER
13	ist	VAFIN
14	doch	ADV
15	noch	ADV
16	höher	ADJD
17	/	$(
18	preist	NN
19	ihn	PPER
20	aus	APPR
21	allen	PIAT
22	Kräften	NN
23	/	$(
24	und	KON
25	lasst	VVFIN
26	nicht	PTKNEG
27	ab	PTKVZ
28	/	$(
29	noch	ADV
30	werdet	VAFIN
31	ihr	PPOSAT
32	es	PPER
33	nicht	PTKNEG
34	erreichen	VVINF
35	et cetera	ADV
1	wir	PPER
2	sehen	VVINF
3	seiner	PPOSAT
4	Werke	NN
5	das	ART
6	Wenigste	ADJA
7	/	$(
8	denn	KON
9	viel	ADV
10	größere	ADJA
11	sind	VAFIN
12	uns	PPER
13	noch	ADV
14	verborgen	VVPP
15	.	$.
1	wann	PWAV
2	dann	ADV
3	unter	APPR
4	solchen	PIAT
5	heilsamen	ADJA
6	/	$(
7	und	KON
8	zur	APPRART
9	Gesundheit	NN
10	dienlichen	ADJA
11	Werken	NN
12	und	KON
13	Geschöpfen	NN
14	Gottes	NN
15	nicht	PTKNEG
16	die	ART
17	wenigsten	PIAT
18	sind	VAFIN
19	die	ART
20	warmen	NN
21	Bäder	NN
22	/	$(
23	Sauer	NN
24	und	KON
25	andere	ADJA
26	Brunnen	NN
27	/	$(
28	welche	PWAT
29	allerlei	PIAT
30	Mineralien	NN
31	und	KON
32	Bergarten	NN
33	/	$(
34	so	ADV
35	sie	PPER
36	führen	VVINF
37	/	$(
38	und	KON
39	damit	PAV
40	vermengt	VVFIN
41	seien	VAINF
42	/	$(
43	Kraft	NN
44	und	KON
45	Wirkung	NN
46	an	APPR
47	sich	PRF
48	haben	VAFIN
49	/	$(
50	ist	VAFIN
51	es	PPER
52	billig	ADJD
53	und	KON
54	christlich	ADJD
55	/	$(
56	dass	KOUS
57	alle	PIAT
58	gottfürchtigen	NE
59	Ärzte	NN
60	Gott	NN
61	dem	ART
62	Schöpfer	NN
63	zu	PTKZU
64	Ehren	NN
65	denselben	PDAT
66	nachdenken	VVINF
67	/	$(
68	fleißig	ADJD
69	erforschen	VVINF
70	und	KON
71	dartun	VVINF
72	/	$(
73	was	PWS
74	sie	PPER
75	für	APPR
76	Art	NN
77	und	KON
78	Eigenschaft	NN
79	an	APPR
80	sich	PRF
81	haben	VAFIN
82	/	$(
83	wozu	PWAV
84	sie	PPER
85	dienen	VVINF
86	/	$(
87	woher	PWAV
88	sie	PPER
89	ihre	PPOSAT
90	Kraft	NN
91	haben	VAFIN
92	/	$(
93	und	KON
94	welcher	PWAT
95	Gestalt	NN
96	sie	PPER
97	fruchtbarlich	ADJD
98	zu	PTKZU
99	gebrauchen	VVINF
100	.	$.
1	und	KON
2	dieweil	KOUS
3	dieses	PDAT
4	Jahr	NN
5	ein	ART
6	solcher	PIAT
7	heilsamer	ADJA
8	Brunnen	NN
9	im	APPRART
10	Lande	NN
11	zu	PTKZU
12	Meißen	NE
13	/	$(
14	dessen	PDS
15	man	PIS
16	eine	ART
17	Zeit	NN
18	her	APZR
19	nicht	PTKNEG
20	geachtet	VVPP
21	/	$(
22	wiederum	ADV
23	in	APPR
24	Beruf	NN
25	kommen	VVFIN
26	/	$(
27	habe	VAFIN
28	ich	PPER
29	zwar	ADV
30	bald	ADV
31	anfänglich	ADJD
32	dem	ART
33	selben	ADJA
34	nachgeforscht	VVPP
35	/	$(
36	seinen	PPOSAT
37	Halt	NN
38	und	KON
39	Mineram	NN
40	/	$(
41	so	ADV
42	viel	ADV
43	abwesend	ADJD
44	geschehen	VVPP
45	können	VMFIN
46	/	$(
47	probiert	VVFIN
48	/	$(
49	aber	KON
50	lange	ADV
51	Zeit	NN
52	in	APPR
53	Hoffnung	NN
54	gestanden	VVPP
55	/	$(
56	es	PPER
57	würde	VAFIN
58	jemand	PIS
59	anderes	ADV
60	/	$(
61	welcher	PWAT
62	mehr	ADV
63	Berufs	NN
64	und	KON
65	Ansehens	NN
66	hätte	VAFIN
67	/	$(
68	sich	PRF
69	der	ART
70	Sache	NN
71	unterwinden	VVINF
72	/	$(
73	und	KON
74	in	APPR
75	offenem	ADJA
76	Druck	NN
77	seine	PPOSAT
78	Natur	NN
79	/	$(
80	Kraft	NN
81	/	$(
82	Wirkung	NN
83	und	KON
84	Gebrauch	NN
85	/	$(
86	menniglichen	ADJA
87	zu	PTKZU
88	gute	ADJD
89	an	APPR
90	Tag	NN
91	geben	VVINF
92	.	$.
1	weil	KOUS
2	ich	PPER
3	aber	ADV
4	bis	VVFIN
5	daher	PAV
6	vergeblich	ADJD
7	gehofft	VVPP
8	/	$(
9	und	KON
10	gleichwohl	ADV
11	von	APPR
12	vielen	PIAT
13	gutherzigen	ADJA
14	Leuten	NN
15	/	$(
16	was	PWS
17	ich	PPER
18	davon	PAV
19	hielte	VVFIN
20	/	$(
21	oft	ADV
22	und	KON
23	vielmals	ADV
24	ersucht	VVFIN
25	und	KON
26	angelangt	VVFIN
27	worden	VAPP
28	/	$(
29	habe	NN
30	ich	PPER
31	mich	PPER
32	endlich	ADV
33	aus	APPR
34	Ursachen	NN
35	/	$(
36	so	ADV
37	ich	PPER
38	im	APPRART
39	Eingange	NN
40	dieses	PDAT
41	Traktätleins	NN
42	erzähle	VVFIN
43	/	$(
44	solches	PIAT
45	Werks	NN
46	unterfangen	NN
47	/	$(
48	und	KON
49	meine	PPOSAT
50	Meinung	NN
51	hiervon	PAV
52	in	APPR
53	diesem	PDAT
54	Traktätlein	NN
55	kurz	ADJD
56	begriffen	VVPP
57	.	$.
1	welches	PWS
2	euren	NN
3	fürstlichen	NE
1	Gnaden	NN
2	um	APPR
3	desto	ADV
4	mehrers	PIAT
5	Ansehens	NN
6	Willen	NN
7	/	$(
8	ich	PPER
9	in	APPR
10	Untertänigkeit	NN
11	hiermit	PAV
12	dediziere	VVFIN
13	und	KON
14	zuschreibe	VVFIN
15	/	$(
16	untertänig	ADJD
17	bittend	ADJA
18	/	$(
19	solch	PIAT
20	geringfügiges	ADJD
21	Werk	NN
22	in	APPR
23	Gnaden	NN
24	von	APPR
25	mir	PPER
26	auf-	APPR
27	und	KON
28	anzunehmen	VVIZU
29	/	$(
30	und	KON
31	meine	PPOSAT
32	gnädige	ADJA
33	Fürsten	NN
34	und	KON
35	Herren	NN
36	zu	PTKZU
37	sein	VAINF
38	und	KON
39	zu	PTKZU
40	bleiben	VVINF
41	.	$.
1	das	ART
2	bin	VAFIN
3	um	APPR
4	eure	NN
5	fürstliche	NE
6	Gnaden	NN
7	ich	PPER
8	mit	APPR
9	meinem	PPOSAT
10	andächtigem	ADJA
11	Gebet	NN
12	um	APPR
13	dero	PRELAT
14	beständige	ADJA
15	Gesundheit	NN
16	/	$(
17	langes	ADJA
18	Leben	NN
19	/	$(
20	und	KON
21	alle	PIAT
22	gedeihliche	NE
23	Wohlfahrt	NN
24	/	$(
25	beneben	APPR
26	meinen	VVFIN
27	untertänigen	ADJA
28	/	$(
29	wiewohl	KOUS
30	geringen	ADJA
31	Diensten	NN
32	zu	PTKZU
33	verdienen	VVFIN
34	/	$(
35	in	APPR
36	Untertänigkeit	NN
37	ganz	ADV
38	willig	ADJD
39	.	$.
1	Datum	NN
2	zur	APPRART
3	Neustadt	NN
4	an	APPR
5	der	ART
6	Orla	NE
7	/	$(
8	am	APPRART
9	Tage	NN
10	Michaelis	NE
11	/	$(
12	1608	CARD
13	.	$.
14	eurer	PPOSAT
15	fürstlichen	NN
16	Gnaden	NN
17	untertäniger	NN
18	M.	NE
19	Johannes	NE
20	Philippus	NE
21	Brendel	NE
22	/	$(
23	jetzt	ADV
24	Medikus	NN
25	daselbst	PAV
26	 .	$.
27	so	PTK
28	weit	ADJD
29	und	KON
30	breit	ADJD
31	nicht	PTKNEG
32	allein	ADV
33	in	APPR
34	dieser	PDAT
35	Gegend	NN
36	/	$(
37	sondern	KON
38	auch	ADV
39	fast	ADV
40	im	APPRART
41	ganzen	ADJA
42	Deutschen	ADJA
43	/	$(
44	auch	ADV
45	wohl	ADV
46	anderen	ADJA
47	Ländern	NN
48	der	ART
49	neuerfundene	ADJA
50	/	$(
51	oder	KON
52	jetzo	ADV
53	aufs	APPRART
54	Neue	ADJD
55	ausgeschriene	ADJA
56	und	KON
57	berühmte	ADJA
58	Brunnen	NN
59	in	APPR
60	Meißen	NE
61	/	$(
62	bei	APPR
63	der	ART
64	Zwönitz	NN
65	gelegen	VVPP
66	/	$(
67	bekannt	ADJD
68	ist	VAFIN
69	/	$(
70	so	ADV
71	sehr	ADV
72	wundert	VVFIN
73	mich	PPER
74	/	$(
75	das	ART
76	sich	PRF
77	noch	ADV
78	zur	APPRART
79	Zeit	NN
80	niemand	PIS
81	/	$(
82	welcher	PWAT
83	von	APPR
84	seiner	PPOSAT
85	Natur	NN
86	und	KON
87	Gebrauch	NN
88	etwas	PIS
89	Gründliches	ADJA
90	in	APPR
91	Druck	NN
92	verfertigt	VVFIN
93	/	$(
94	gefunden	VVFIN
95	.	$.
1	zwar	ADV
2	ich	PPER
3	muss	VMFIN
4	selber	ADV
5	bekennen	VVFIN
6	/	$(
7	dass	KOUS
8	ich	PPER
9	viel	ADV
10	lieber	ADV
11	einen	ART
12	anderen	ADJA
13	/	$(
14	welcher	PWAT
15	davon	PAV
16	seine	PPOSAT
17	Meinung	NN
18	an	APPR
19	Tag	NN
20	gegeben	VVPP
21	hätte	VAFIN
22	/	$(
23	lesen	VVINF
24	wollte	VMFIN
25	/	$(
26	als	KOKOM
27	dass	KOUS
28	ich	PPER
29	hiervon	PAV
30	etwas	PIS
31	schreiben	VVINF
32	und	KON
33	in	APPR
34	Druck	NN
35	gehen	VVINF
36	lassen	VVINF
37	soll	VMFIN
38	/	$(
39	besonders	ADV
40	jetziger	ADJA
41	Zeit	NN
42	Gelegenheit	NN
43	nach	APPR
44	/	$(
45	da	ADV
46	man	PIS
47	wenige	PIS
48	Leute	NN
49	findet	VVFIN
50	/	$(
51	die	ART
52	eines	ART
53	anderen	ADJA
54	Arbeit	NN
55	in	APPR
56	Gutem	ADJA
57	/	$(
58	wie	KOKOM
59	sie	PPER
60	gemeint	VVPP
61	aufnehmen	VVINF
62	/	$(
63	hergegen	ADV
64	aber	ADV
65	so	ADV
66	viele	ADV
67	Schmeißhummeln	NN
68	und	KON
69	Momi	NN
70	haufenweise	ADV
71	/	$(
72	wie	KOKOM
73	die	ART
74	Staren	NN
75	/	$(
76	sich	PRF
77	finden	VVINF
78	/	$(
79	welche	PWAT
80	/	$(
81	wenn	KOUS
82	sie	PPER
83	gleich	ADV
84	für	APPR
85	sich	PRF
86	selbst	ADV
87	nichts	PIS
88	Gutes	NN
89	tun	VVINF
90	/	$(
91	doch	ADV
92	alles	PIS
93	/	$(
94	was	PWS
95	ihnen	PPER
96	unter	APPR
97	ihre	PPOSAT
98	Krallen	NN
99	kommt	VVFIN
100	/	$(
101	es	PPER
102	sei	VAFIN
103	so	ADV
104	gut	ADJD
105	oder	KON
106	doch	ADV
107	wohlgemeint	ADJD
108	es	PPER
109	immer	ADV
110	wolle	VMFIN
111	/	$(
112	tadeln	VVINF
113	und	KON
114	vernichten	VVINF
115	.	$.
1	dessen	PDS
2	aber	ADV
3	ungeachtet	APPR
4	/	$(
5	dieweil	KOUS
6	gleichwohl	ADV
7	allerlei	PIAT
8	Ungelegenheiten	NN
9	aus	APPR
10	Mangel	NN
11	eines	ART
12	gründlichen	ADJA
13	Berichts	NN
14	von	APPR
15	dieses	PDAT
16	Brunnens	NN
17	Natur	NN
18	/	$(
19	Wirkung	NN
20	und	KON
21	nützlichem	ADJA
22	Brauch	NN
23	entstehen	VVINF
24	/	$(
25	in	APPR
26	dem	ART
27	der	ART
28	gemeine	ADJA
29	Mann	PIS
30	eine	ART
31	Panacaeam	NE
32	daraus	PAV
33	machen	VVINF
34	/	$(
35	und	KON
36	dafür	PAV
37	halten	VVINF
38	will	VMFIN
39	/	$(
40	dass	KOUS
41	er	PPER
42	alle	PIAT
43	Krankheiten	NN
44	heile	ADJA
45	/	$(
46	welches	PWS
47	/	$(
48	dieweil	KOUS
49	es	PPER
50	nicht	PTKNEG
51	geschieht	VVFIN
52	/	$(
53	nicht	PTKNEG
54	allein	ADV
55	die	ART
56	Zehrung	NN
57	oder	KON
58	Fuhrlohn	NN
59	umsonst	ADV
60	angewendet	VVPP
61	/	$(
62	welches	PRELS
63	noch	ADV
64	zu	PTKZU
65	vergessen	VVPP
66	wäre	VAFIN
67	/	$(
68	sondern	KON
69	auch	ADV
70	viele	ADV
71	Leute	NN
72	sich	PRF
73	damit	PAV
74	verderben	VVFIN
75	/	$(
76	wie	KOKOM
77	ich	PPER
78	selbst	ADV
79	weiß	VVFIN
80	/	$(
81	dass	KOUS
82	etliche	PIAT
83	/	$(
84	so	ADV
85	diesen	PDAT
86	Brunnen	NN
87	gebraucht	VVPP
88	/	$(
89	Hauptwehtage	NN
90	/	$(
91	Reißen	NN
92	in	APPR
93	Gliedern	NN
94	/	$(
95	Convulsiones	NE
96	und	KON
97	andere	ADJA
98	Beschwerung	NN
99	davon	PAV
100	erregt	VVPP
101	/	$(
102	und	KON
103	derowegen	ADV
104	Arznei	NN
105	brauchen	VVFIN
106	müssen	VMFIN
107	.	$.
1	dadurch	PAV
2	denn	KON
3	ferner	ADV
4	Ursache	NN
5	und	KON
6	Anlass	NN
7	gegeben	VVINF
8	wird	VAFIN
9	/	$(
10	das	ART
11	dieser	PDAT
12	Brunnen	NN
13	/	$(
14	welcher	PWAT
15	in	APPR
16	gewissen	ADJA
17	Krankheiten	NN
18	/	$(
19	und	KON
20	auf	APPR
21	gewisse	ADJA
22	Maß	NN
23	und	KON
24	Weise	NN
25	gebraucht	VVPP
26	/	$(
27	eine	ART
28	sonderliche	ADJA
29	Gabe	NN
30	/	$(
31	Werk	NN
32	und	KON
33	Geschöpf	NN
34	Gottes	NN
35	ist	VAFIN
36	/	$(
37	von	APPR
38	vielen	PIAT
39	vernichtet	VVPP
40	/	$(
41	ja	ADV
42	wohl	ADV
43	für	APPR
44	schädlich	ADJD
45	und	KON
46	giftig	ADJD
47	ausgeschrien	VVPP
48	wird	VAFIN
49	.	$.
1	zu	APPR
2	dem	ART
3	auch	ADV
4	allen	PIAT
5	Medizis	NE
6	,	$,
7	ja	ADV
8	allen	PIAT
9	Physicis	NE
10	oder	KON
11	Naturkündigern	NN
12	obliegen	VVINF
13	und	KON
14	gebühren	VVINF
15	will	VMFIN
16	/	$(
17	darob	PAV
18	zu	PTKZU
19	sein	VAINF
20	/	$(
21	dass	KOUS
22	dieses	PDAT
23	so	ADV
24	weit	ADJD
25	und	KON
26	hochberühmten	ADJA
27	Brunnens	NN
28	Art	NN
29	und	KON
30	Eigenschaft	NN
31	nicht	PTKNEG
32	verborgen	VVPP
33	bleibe	VVFIN
34	/	$(
35	sondern	KON
36	erkundigt	VVFIN
37	/	$(
38	und	KON
39	/	$(
40	wie	KOKOM
41	männiglich	ADJD
42	wünscht	VVFIN
43	/	$(
44	hofft	VVFIN
45	/	$(
46	und	KON
47	mit	APPR
48	Verlangen	NN
49	danach	PAV
50	wartet	VVFIN
51	/	$(
52	ans	APPRART
53	Licht	NN
54	gebracht	VVFIN
55	werde	VAFIN
56	:	$.
1	als	KOKOM
2	habe	VAFIN
3	ich	PPER
4	/	$(
5	sonderlich	ADJD
6	auf	APPR
7	vieler	PIAT
8	vornehmer	ADJA
9	und	KON
10	gutherziger	ADJA
11	Leute	NN
12	Anhalten	VVINF
13	/	$(
14	kürzlich	ADV
15	hiervon	PAV
16	meine	PPOSAT
17	Meinung	NN
18	/	$(
19	so	ADV
20	gut	ADJD
21	mir	PPER
22	es	PPER
23	unser	PPOSAT
24	Herr	NN
25	Gott	NN
26	beschert	VVPP
27	/	$(
28	niemands	PIS
29	vorgegriffen	VVPP
30	/	$(
31	öffentlich	ADJD
32	dartun	VVINF
33	wollen	VMFIN
34	.	$.
1	welches	PWS
2	der	ART
3	gutherzige	ADJA
4	Leser	NN
5	im	APPRART
6	Besten	ADJA
7	vormerken	VVINF
8	/	$(
9	und	KON
10	da	ADV
11	ich	PPER
12	verhoffentlich	ADJD
13	den	ART
14	Zweck	NN
15	getroffen	VVPP
16	/	$(
17	ihm	PPER
18	meine	PPOSAT
19	gutherzige	ADJA
20	Wohlmeinung	NN
21	gefallen	VVPP
22	lassen	VVINF
23	/	$(
24	da	ADV
25	er	PPER
26	aber	ADV
27	einer	ART
28	anderen	ADJA
29	Meinung	NN
30	/	$(
31	welche	PWAT
32	bas	NN
33	gegründet	VVPP
34	/	$(
35	dieselbige	PDAT
36	gemeines	ADJA
37	Nutzens	NN
38	halben	ADJA
39	nicht	PTKNEG
40	verhehlen	VVINF
41	wolle	VMFIN
42	.	$.
1	soll	VMFIN
2	als	KOKOM
3	dann	ADV
4	mir	PPER
5	genug	ADV
6	sein	VAINF
7	/	$(
8	dass	KOUS
9	/	$(
10	wo	PWAV
11	ich	PPER
12	durch	APPR
13	diese	PDAT
14	meine	PPOSAT
15	/	$(
16	wiewohl	KOUS
17	geringschätzige	ADJA
18	/	$(
19	Arbeit	NN
20	/	$(
21	nichts	PIS
22	anderes	ADV
23	ausgerichtet	VVPP
24	und	KON
25	erlangt	VVFIN
26	/	$(
27	doch	ADV
28	anderen	ADJA
29	den	ART
30	Sachen	NN
31	weiter	ADV
32	und	KON
33	besser	ADJD
34	nach	APPR
35	zu	PTKZU
36	denken	VVINF
37	/	$(
38	und	KON
39	die	ART
40	Wahrheit	NN
41	zu	PTKZU
42	erfinden	VVINF
43	/	$(
44	Ursache	NN
45	und	KON
46	Anleitung	NN
47	gegeben	VVPP
48	habe	VAFIN
49	.	$.
1	will	VMFIN
2	demnach	PAV
3	im	APPRART
4	Namen	NN
5	Gottes	NN
6	zum	APPRART
7	Handel	NN
8	schreiten	VVFIN
9	/	$(
10	und	KON
11	erstlich	ADV
12	von	APPR
13	der	ART
14	Natur	NN
15	/	$(
16	Art	NN
17	und	KON
18	Eigenschaft	NN
19	/	$(
20	oder	KON
21	Essentia	NN
22	und	KON
23	Minera	NN
24	,	$,
25	daher	PAV
26	dieser	PDAT
27	Brunnen	NN
28	seine	PPOSAT
29	Kraft	NN
30	hat	VAFIN
31	/	$(
32	berichten	VVFIN
33	/	$(
34	zum	APPRART
35	2.	ADJA
36	/	$(
37	was	PWS
38	von	APPR
39	der	ART
40	Komplexion	NN
41	oder	KON
42	Temperamento	NE
43	und	KON
44	Qualitäten	NN
45	dieses	PDAT
46	Brunnens	NN
47	andeuten	VVINF
48	/	$(
49	zum	APPRART
50	3.	ADJA
51	seine	PPOSAT
52	Kraft	NN
53	und	KON
54	Wirkungen	NN
55	/	$(
56	so	ADV
57	viel	ADV
58	mir	PPER
59	dieselben	PDAT
60	wissend	ADJD
61	/	$(
62	erzählen	VVINF
63	/	$(
64	und	KON
65	letztlich	ADV
66	von	APPR
67	seinem	PPOSAT
68	rechtmäßigen	ADJA
69	/	$(
70	heilsamen	ADJA
71	/	$(
72	und	KON
73	nützlichen	ADJA
74	Gebrauch	NN
75	/	$(
76	kurze	ADJA
77	Erinnerung	NN
78	tun	VVINF
79	.	$.
1	das	ART
2	erste	ADJA
3	Kapitel	NN
4	.	$.
1	von	APPR
2	der	ART
3	Natur	NN
4	/	$(
5	oder	KON
6	Minera	NN
7	und	KON
8	Essentia	NN
9	dieses	PDAT
10	Brunnens	NN
11	.	$.
1	anfänglich	ADJD
2	wann	PWAV
3	ein	ART
4	Wasser	NN
5	entweder	KON
6	stark	ADJD
7	reucht	VVFIN
8	/	$(
9	oder	KON
10	ist	VAFIN
11	trübe	ADJA
12	/	$(
13	oder	KON
14	salzig	NE
15	/	$(
16	oder	KON
17	sonsten	ADV
18	eine	ART
19	zur	APPRART
20	Arznei	NN
21	dienende	ADJA
22	Kraft	NN
23	hat	VAFIN
24	/	$(
25	so	ADV
26	heißt	VVFIN
27	es	PPER
28	der	ART
29	fürnehme	ADJA
30	Medikus	NN
31	Galenus	NN
32	recht	ADJD
33	und	KON
34	wohl	ADV
35	nicht	PTKNEG
36	nur	ADV
37	schlecht	ADJD
38	sondern	KON
39	ein	ART
40	vermischtes	ADJA
41	Wasser	NN
42	.	$.
1	nun	ADV
2	ist	VAFIN
3	dieser	PDAT
4	Brunnen	NN
