	token_ids	tokens	goldlabels	predictions
3	3	,	$,	$,
3	4	betrübten	VVFIN	ADJA
3	5	und	KON	KON
3	6	gefährlichen	ADJA	ADJA
3	7	Pestzeit	NN	NN
3	8	dem	ART	ART
3	9	lieben	VVFIN	ADJA
3	10	Armut	NN	NN
3	11	zugute	PTKZU	PTKVZ
3	12	/	$(	$(
3	13	schreibe	VVFIN	VVFIN
3	14	ich	PPER	PPER
3	15	diese	PDAT	PDAT
3	16	Hausarzneien	NN	NN
3	17	/	$(	$(
3	18	mit	APPR	APPR
3	19	welchen	PWAT	PIS
3	20	sich	PRF	PRF
3	21	ein	ART	ART
3	22	jeder	PIAT	PIAT
3	23	Unvermögender	NN	NN
3	24	und	KON	KON
3	25	armer	ADJA	ADJA
3	26	Hausvater	NN	NN
3	27	/	$(	$(
3	28	oder	KON	KON
3	29	andere	ADJA	PIS
3	30	Person	NN	NN
3	31	wenigen	PIAT	PIAT
3	32	Mitteln	NN	NN
3	33	in	APPR	APPR
3	34	oder	KON	KON
3	35	außer	APPR	APPR
3	36	der	ART	ART
3	37	Stadt	NN	NN
3	39	versehe	VVFIN	VVFIN
3	40	;	$.	$.
3	41	und	KON	KON
3	42	dies	PDS	PDS
3	43	zu	PTKZU	PTKZU
3	44	thun	VVINF	VVINF
3	45	/	$(	$(
3	46	auch	ADV	ADV
3	47	dem	ART	ART
3	48	Gewissen	NN	NN
3	49	nach	APPR	PTKVZ
3	50	/	$(	$(
3	51	wird	VAFIN	VAFIN
3	52	ein	ART	ART
3	53	jeder	PIAT	PIS
3	54	schuldig	ADJD	ADJD
3	55	und	KON	KON
3	56	verbunden	VVPP	ADJD
3	57	seyn	VVINF	VVINF
3	58	;	$.	$(
3	59	welche	PWAT	PRELS
3	60	Arzneien	NN	NN
3	61	auch	ADV	ADV
3	62	jedermann	PIS	PIS
3	63	mehrenteils	ADV	ADV
3	64	in	APPR	APPR
3	65	seinem	PPOSAT	PPOSAT
3	66	Gärtlein	NN	NN
3	67	hat	VAFIN	VAFIN
3	68	/	$(	$(
3	69	oder	KON	KON
3	70	haben	VAFIN	VVINF
3	71	kann	VMFIN	VMFIN
3	72	/	$(	$(
3	73	oder	KON	KON
3	74	da	ADV	ADV
3	75	sonst	ADV	ADV
3	76	leicht	ADJD	ADJD
3	77	ohne	APPR	APPR
3	78	sonderliche	ADJA	ADJA
3	79	Unkosten	NN	NN
3	80	zuweg e 	ADV	NN
3	81	bringen	VVINF	VVINF
3	82	wird	VAFIN	VAFIN
3	83	/	$(	$(
3	84	auf	APPR	APPR
3	85	dass	KOUS	KOUS
3	86	doch	ADV	ADV
3	87	einiger	PIAT	PIAT
3	88	massen	NN	NN
3	89	anderer	ADJA	PIAT
3	90	unordentlicher	ADJA	ADJA
3	91	selbst	PDS	ADV
3	92	zu	PTKZU	APPR
3	93	Unrecht	NN	NN
3	94	erdichteter	ADJA	ADJA
3	95	Gebrauch	NN	NN
3	96	verhindert	VVPP	VVPP
3	97	werden	VAINF	VAINF
3	98	möge	VMFIN	VMFIN
3	99	.	$.	$.
4	1	wer	PWS	PWS
4	2	demnach	PAV	ADV
4	3	auch	ADV	ADV
4	4	sei	VAFIN	VAFIN
4	5	/	$(	$(
4	6	der	ART	ART
4	7	unvermögend	ADJD	ADJD
4	8	/	$(	$(
4	9	und	KON	KON
4	10	in	APPR	APPR
4	11	Pestnot	NN	NN
4	12	gerät	VVFIN	VVFIN
4	13	/	$(	$(
4	14	nächst	APPR	ADJD
4	15	andächtigem	ADJA	ADJA
4	16	Gebet	NN	NN
4	17	zu	PTKZU	APPR
4	18	GOtt	NN	NN
4	19	/	$(	$(
4	20	dass	KOUS	KOUS
4	21	er	PPER	PPER
4	22	wolle	VMFIN	VMFIN
4	23	schonen	VVINF	VVINF
4	24	/	$(	$(
4	25	und	KON	KON
4	26	nicht	PTKNEG	PTKNEG
4	27	nach	APPR	APPR
4	28	Verdienst	NN	NN
4	29	ablohnen	VVINF	VVINF
4	30	/	$(	$(
4	31	bereite	VVFIN	VVFIN
4	32	dieses	PDAT	PDAT
4	33	/	$(	$(
4	34	oder	KON	KON
4	35	lasse	VVFIN	VVFIN
4	36	es	PPER	PPER
4	37	bereiten	VVFIN	VVINF
4	38	/	$(	$(
4	39	nämlich	ADV	ADV
4	40	:	$.	$.
4	41	(	$(	$(
4	42	1.	ADJA	ADV
4	43	)	$(	$(
5	1	nimm	NE	VVIMP
5	2	Alantwurzel	NN	NN
5	3	/	$(	$(
5	4	Großklettenwurzel	NE	NN
5	5	/	$(	$(
5	6	Liebstöckelwurzel	NE	NN
5	7	/	$(	$(
5	8	Schöllkrautwurzel	NE	NN
5	9	/	$(	$(
5	10	Pestilenzwurzel	NE	NN
5	11	/	$(	$(
5	12	(	$(	$(
5	13	oder	KON	KON
5	14	Neunkraftwurzel	NN	NN
5	15	)	$(	$(
5	16	Angelikawurzel	NE	NE
5	17	/	$(	$(
5	18	Wacholderbeeren	NN	NN
5	19	/	$(	$(
5	20	jedes	PIAT	PIAT
5	21	1.	ADJA	ADJA
5	22	Lot	NN	NN
5	23	/	$(	$(
5	24	diese	PDAT	PDS
5	25	alle	PIAT	PIS
5	26	/	$(	$(
5	27	oder	KON	KON
5	28	doch	ADV	ADV
5	29	die	ART	ART
5	30	meisten	PIAT	PIS
5	31	/	$(	$(
5	32	welche	PWAT	PRELS
5	33	du	PPER	PPER
5	34	haben	VAFIN	VAINF
5	35	kannst	VMFIN	VMFIN
5	36	/	$(	$(
5	37	schneide	VVFIN	VVFIN
5	38	klein	ADJD	ADJD
5	39	/	$(	$(
5	40	gieße	NN	VVFIN
5	41	guten	ADJA	ADJA
5	42	starken	ADJA	ADJA
5	43	Weinessig	NN	NN
5	44	darauf	PAV	PAV
5	45	/	$(	$(
5	46	in	APPR	APPR
5	47	einem	ART	ART
5	48	irdenen	ADJA	ADJA
5	49	/	$(	$(
5	50	oder	KON	KON
5	51	gläsernen	ADJA	ADJA
5	52	Gefäß	NN	NN
5	53	oder	KON	KON
5	54	Flaschen	NN	NN
5	55	/	$(	$(
5	56	3.	ADJA	ADJA
5	57	oder	KON	KON
5	58	4.	ADJA	ADJA
5	59	zwerch	ADV	NN
5	60	Finger	NN	NN
5	61	hoch	ADJD	ADJD
5	62	/	$(	$(
5	63	vermache	VVIMP	VVFIN
5	64	das	ART	ART
5	65	Gefäß	NN	NN
5	66	oben	ADV	ADV
5	67	wohl	ADV	ADV
5	68	/	$(	$(
5	69	und	KON	KON
5	70	stelle	VVFIN	VVFIN
5	71	es	PPER	PPER
5	72	auf	APPR	APPR
5	73	den	ART	ART
5	74	Ofen	NN	NN
5	75	/	$(	$(
5	76	nicht	PTKNEG	PTKNEG
5	77	zu	PTKZU	PTKA
5	78	warm	ADJD	ADJD
5	79	/	$(	$(
5	80	auch	ADV	ADV
5	81	nicht	PTKNEG	PTKNEG
5	82	zu	PTKZU	PTKA
5	83	kalt	ADJD	ADJD
5	84	/	$(	$(
5	85	rühre	VVFIN	VVFIN
5	86	es	NE	PPER
5	87	alle	PIAT	PIAT
5	88	Morgen	NN	NN
5	89	untereinander	ADV	ADV
5	90	/	$(	$(
5	91	und	KON	KON
5	92	wenn	KOUS	KOUS
5	93	es	PPER	PPER
5	94	drey	CARD	ADJA
5	95	oder	KON	KON
5	96	vier	CARD	CARD
5	97	Tage	NN	NN
5	98	gestanden	VVPP	VVPP
5	99	/	$(	$(
5	100	so	ADV	ADV
5	101	gieße	NN	VVFIN
5	102	den	ART	ART
5	103	Essig	NN	NN
5	104	ab	PTKVZ	PTKVZ
5	105	/	$(	$(
5	106	es	PPER	PPER
5	107	kann	VMFIN	VMFIN
5	108	auch	ADV	ADV
5	109	wohl	ADV	ADV
5	110	unabgegossen	ADJD	ADJD
5	111	alles	PIS	PIS
5	112	beisammen	PTKVZ	ADV
5	113	gelassen	VVPP	VVPP
5	114	werden	VAINF	VAINF
5	115	.	$.	$.
6	1	von	APPR	APPR
6	2	diesem	PDAT	PDAT
6	3	Pestessig	NN	NN
6	4	brauche	VVFIN	VVFIN
6	5	ein	ART	ART
6	6	Erwachsenes	NN	NN
6	7	jeglichen	PIAT	PIAT
6	8	Morgen	NN	NN
6	9	zur	APPRART	APPRART
6	10	Verwahrung	NN	NN
6	11	vor	APPR	APPR
6	12	der	ART	ART
6	13	Pest	NN	NN
6	14	einen	ART	ART
6	15	halben	ADJA	ADJA
6	16	Löffel	NN	NN
6	17	voll	ADJD	ADJD
6	18	/	$(	$(
6	19	und	KON	KON
6	20	so	ADV	ADV
6	21	er	PPER	PPER
6	22	es	PPER	PPER
6	23	wohl	ADV	ADV
6	24	vertrüge	VVFIN	VVFIN
6	25	/	$(	$(
6	26	wohl	ADV	ADV
6	27	einem	ART	ART
6	28	ganzen	ADJA	ADJA
6	29	Löffel	NN	NN
6	30	voll	ADJD	ADJD
6	31	/	$(	$(
6	32	oder	KON	KON
6	33	nehme	VVFIN	VVFIN
6	34	früh	ADJA	ADJD
6	35	etliche	PIAT	PIAT
6	36	Stücklein	NN	NN
6	37	der	ART	ART
6	38	im	APPRART	APPRART
6	39	Pestessig	NN	NN
6	40	liegenden	ADJA	ADJA
6	41	Wurzeln	NN	NN
6	42	/	$(	$(
6	43	und	KON	KON
6	44	genieße	VVFIN	VVFIN
6	45	sie	PPER	PPER
6	46	.	$.	$.
7	1	Uber	APPR	NN
7	2	diß	PDS	NN
7	3	kann	VMFIN	VMFIN
7	4	bisweilen	ADV	ADV
7	5	früh	ADJD	ADJD
7	6	etliche	PIAT	PIAT
7	7	Bissen	VVFIN	NN
7	8	Brot	NN	NN
7	9	mit	APPR	APPR
7	10	Butter	NN	NN
7	11	/	$(	$(
7	12	Salz	NN	NN
7	13	und	KON	KON
7	14	frischer	ADJA	ADJA
7	15	Rauten	NN	NN
7	16	genommen	VVPP	VVPP
7	17	werden	VAINF	VAINF
7	18	.	$.	$.
8	1	denn	KON	KON
8	2	des	ART	ART
8	3	Salzes	NN	NN
8	4	Kraft	NN	NN
8	5	in	APPR	APPR
8	6	der	ART	ART
8	7	Pest	NN	NN
8	8	auch	ADV	ADV
8	9	nicht	PTKNEG	PTKNEG
8	10	gering	ADJA	ADJD
8	11	zu	PTKZU	PTKZU
8	12	achten	ADJA	VVINF
8	13	.	$.	$.
9	1	wer	PWS	PWS
9	2	ausgehen	VVINF	VVINF
9	3	will	VMFIN	VMFIN
9	4	/	$(	$(
9	5	oder	KON	KON
9	6	soll	VMFIN	VMFIN
9	7	/	$(	$(
9	8	esse	VVFIN	VVFIN
9	9	zuvor	ADV	ADV
9	10	etwas	PIS	ADV
9	11	/	$(	$(
9	12	bestreiche	ADJA	VVFIN
9	13	Mund	NN	NN
9	14	und	KON	KON
9	15	Nasen	NN	NN
9	16	mit	APPR	APPR
9	17	dem	ART	ART
9	18	Pestessig	NN	NN
9	19	:	$.	$(
9	20	item	NN	ADV
9	21	kann	VMFIN	VMFIN
9	22	ein	ART	ART
9	23	Schwämmlein	NN	NN
9	24	in	APPR	APPR
9	25	denselbigen	PDAT	ADJA
9	26	eintauchen	VVINF	VVINF
9	27	und	KON	KON
9	28	im	APPRART	APPRART
9	29	Mund	NN	NN
9	30	halten	VVINF	VVINF
9	31	.	$.	$.
10	1	2.	ADJA	CARD
11	1	wer	PWS	PWS
11	2	aber	ADV	ADV
11	3	den	ART	ART
11	4	innerlichen	ADJA	ADJA
11	5	Gebrauch	NN	NN
11	6	des	ART	ART
11	7	Pestessigs	NN	NN
11	8	nicht	PTKNEG	PTKNEG
11	9	wohl	ADV	ADV
11	10	vertrüge	VVFIN	VVFIN
11	11	/	$(	$(
11	12	wie	KOKOM	KOUS
11	13	denn	KON	ADV
11	14	nicht	PTKNEG	PTKNEG
11	15	ein	ART	ART
11	16	jedwede	PIAT	PIAT
11	17	Arznei	NN	NN
11	18	mit	APPR	APPR
11	19	Essig	NN	NN
11	20	bereitet	VVFIN	VVFIN
11	21	verträgt	VVFIN	VVFIN
11	22	/	$(	$(
11	23	der	ART	PRELS
11	24	bereite	VVFIN	VVFIN
11	25	oder	KON	KON
11	26	lasse	VVFIN	VVFIN
11	27	sich	PRF	PRF
11	28	bereiten	VVFIN	VVFIN
11	29	diese	PDAT	PDAT
11	30	Latwerge	NN	NN
11	31	:	$.	$(
11	32	nimm	NE	VVIMP
11	33	Wacholderbeersaft	NN	NN
11	34	8.	ADJA	ADJA
11	35	Lot	NN	NN
11	40	/	$(	$(
11	41	Knoblauch	NN	NN
11	42	/	$(	$(
11	43	und	KON	KON
11	44	frische	ADJA	ADJA
11	45	Rauten	NN	NN
11	46	/	$(	$(
11	47	jedes	PIS	PIAT
11	48	4.	ADJA	ADJA
11	49	Lot	NN	NN
11	50	/	$(	$(
11	51	diese	PDAT	PDAT
11	52	zwei	CARD	CARD
11	53	klein	ADJD	ADJD
11	54	geschnitten	VVPP	VVPP
11	55	stoß	VVIMP	VVFIN
11	56	oder	KON	KON
11	57	reibe	VVFIN	VVFIN
11	58	es	PPER	PPER
11	59	zusammen	ADV	ADV
11	60	in	APPR	APPR
11	61	irrdenen	ADJA	ADJA
11	62	Gefäßen	NN	NN
11	63	mit	APPR	APPR
11	64	Zugießen	VVINF	NN
11	65	ein	ART	ART
11	66	wenig	PIS	PIAT
11	67	guten	ADJA	ADJA
11	68	Weinessigs	NN	NN
11	69	/	$(	$(
11	70	bis	VVFIN	KON
11	71	es	PPER	PPER
11	72	zu	PTKZU	APPR
11	73	einer	ART	ART
11	74	Latwerge	NN	NN
11	75	/	$(	$(
11	76	oder	KON	KON
11	77	fast	ADV	ADV
11	78	dicken	ADJA	ADJA
11	79	Brei	NN	NN
11	80	werde	VAFIN	VAFIN
11	81	/	$(	$(
11	82	verwahre	VVFIN	VVFIN
11	83	es	PPER	PPER
11	84	wohl	ADV	ADV
11	85	in	APPR	APPR
11	86	einem	ART	ART
11	87	irdenen	ADJA	ADJA
11	88	Gefäß	NN	NN
11	89	oder	KON	KON
11	90	Glas	NE	NN
11	91	.	$.	$.
12	1	und	KON	KON
12	2	hiervon	PAV	PAV
12	3	nehme	VVFIN	VVFIN
12	4	ein	ART	ART
12	5	Erwachsener	NN	NN
12	6	alle	PIAT	PIAT
12	7	Morgen	NN	NN
12	8	zwei	CARD	CARD
12	9	Messerspitzen	NN	NN
12	10	zur	APPRART	APPRART
12	11	Bewahrung	NN	NN
12	12	vor	APPR	APPR
12	13	der	ART	ART
12	14	Pest	NN	NN
12	15	/	$(	$(
12	16	ein	ART	ART
12	17	Unerwachsener	NN	NN
12	18	eine	ART	ART
12	19	Messerspitze	NN	NN
12	20	.	$.	$.
13	1	wohl	ADV	ADV
13	2	aber	ADV	ADV
13	3	tut	VVFIN	VVFIN
13	4	der	ART	ART
13	5	Hausvater	NN	NN
13	6	/	$(	$(
13	7	der	ART	ART
13	8	vor	APPR	APPR
13	9	sich	PRF	PRF
13	10	und	KON	KON
13	11	die	ART	ART
13	12	Seinigen	PPOSAT	NN
13	13	beide	PIAT	PIAT
13	14	Arzneien	NN	NN
13	15	/	$(	$(
13	16	Pestessig	NN	NN
13	17	und	KON	KON
13	18	Pestlatwerge	NN	NN
13	19	bereitet	VVFIN	VVFIN
13	20	/	$(	$(
13	21	und	KON	KON
13	22	einen	ART	ART
13	23	Morgen	NN	NN
13	24	innerlich	ADJD	ADJD
13	25	von	APPR	APPR
13	26	den	ART	ART
13	27	Pestessig	NN	NN
13	28	/	$(	$(
13	29	den	ART	ART
13	30	anderen	ADJA	PIAT
13	31	Morgen	NN	NN
13	32	von	APPR	APPR
13	33	der	ART	ART
13	34	Pestlatwerge	NN	NN
13	35	braucht	VVFIN	VVFIN
13	36	/	$(	$(
13	37	und	KON	KON
13	38	mit	APPR	APPR
13	39	diesen	PDAT	PDAT
13	40	beiden	PIAT	PIAT
13	41	Arzneien	NN	NN
13	42	alle	PIAT	PIAT
13	43	Morgen	NN	NN
13	44	solcher	PIAT	PIAT
13	45	massen	NN	NN
13	46	umwechselt	VVFIN	VVFIN
13	47	.	$.	$.
14	1	3.	ADJA	ADJA
14	2	ferner	ADV	ADJD
14	3	ist	VAFIN	VAFIN
14	4	auch	ADV	ADV
14	5	zur	APPRART	APPRART
14	6	Verwahrung	NN	NN
14	7	vor	APPR	APPR
14	8	der	ART	ART
14	9	Pest	NN	NN
14	10	nötig	ADJD	ADJD
14	11	/	$(	$(
14	12	dass	KOUS	KOUS
14	13	/	$(	$(
14	14	der	ART	ART
14	15	noch	ADV	ADV
14	16	gesund	ADJD	ADJD
14	17	ist	VAFIN	VAFIN
14	18	/	$(	$(
14	19	zu	PTKZU	APPR
14	20	solcher	PIAT	PIAT
14	21	Zeit	NN	NN
14	22	wohl	ADV	ADV
14	23	esse	VVFIN	VVFIN
14	24	/	$(	$(
14	25	und	KON	KON
14	26	zwar	ADV	ADV
14	27	zu	PTKZU	APPR
14	28	seiner	PPOSAT	PPOSAT
14	29	Sättigung	NN	NN
14	30	was	PWS	PIS
14	31	ihm	PPER	PPER
14	32	schmeckt	VVFIN	VVFIN
14	33	/	$(	$(
14	34	und	KON	KON
14	35	Gott	NN	NN
14	36	beschert	VVPP	VVFIN
14	37	/	$(	$(
14	38	da	ADV	ADV
14	39	denn	KON	KON
14	40	bei	APPR	APPR
14	41	Tisch	NN	NN
14	42	geriebener	VVPP	ADJA
14	43	Meerrettich	NE	NN
14	44	/	$(	$(
14	45	oder	KON	KON
14	46	Kren	NN	NN
14	47	mit	APPR	APPR
14	48	Weinessig	NN	NN
14	49	/	$(	$(
14	50	und	KON	KON
14	51	ein	ART	ART
14	52	wenig	PIS	PIAT
14	53	Safran	NN	NN
14	54	soll	VMFIN	VMFIN
14	55	zum	APPRART	APPRART
14	56	Eintauchen	NN	NN
14	57	genutzt	VVPP	VVPP
14	58	werden	VAINF	VAINF
14	59	.	$.	$.
15	1	sehe	VVFIN	VVFIN
15	2	auch	ADV	ADV
15	3	zu	PTKZU	PTKVZ
15	4	/	$(	$(
15	5	dass	KOUS	KOUS
15	6	/	$(	$(
15	7	wo	PWAV	PWAV
15	8	nur	ADV	ADV
15	9	einige	PIAT	PIAT
15	10	Möglichkeit	NE	NN
15	11	des	ART	ART
15	12	Armuts	NN	NN
15	13	wegen	APPR	APPO
15	14	/	$(	$(
15	15	sich	PRF	PRF
15	16	gutes	ADJD	ADJA
15	17	starkes	ADJD	ADJA
15	18	Bier	NN	NN
15	19	zu	PTKZU	PTKZU
15	20	trinken	VVINF	VVINF
15	21	schaffe	VVFIN	VVFIN
15	22	:	$.	$(
15	23	aber	KON	KON
15	24	allen	PIAT	PIAT
15	25	Branntweins	NN	NN
15	26	sich	PRF	PRF
15	27	enthalte	VVFIN	VVFIN
15	28	/	$(	$(
15	29	item	ADV	ADV
15	30	in	APPR	APPR
15	31	aller	PIAT	PIAT
15	32	seiner	PPOSAT	PPOSAT
15	33	Armut	NN	NN
15	34	sich	PRF	PRF
15	35	/	$(	$(
15	36	so	ADV	ADV
15	37	viel	ADV	ADV
15	38	möglich	ADJD	ADJD
15	39	/	$(	$(
15	40	bemühe	VVFIN	VVFIN
15	41	/	$(	$(
15	42	ein	ART	ART
15	43	freudiges	ADJA	ADJA
15	44	Herz	NN	NN
15	45	zu	PTKZU	PTKZU
15	46	haben	VAFIN	VAINF
15	47	/	$(	$(
15	48	und	KON	KON
15	49	entschlage	VVFIN	VVFIN
15	50	sich	PRF	PRF
15	51	aller	PIAT	PIAT
15	52	Traurigkeit	NN	NN
15	53	/	$(	$(
15	54	Schreckens	NN	NN
15	55	/	$(	$(
15	56	und	KON	KON
15	57	glaube	VVFIN	VVFIN
15	58	festiglich	PTKVZ	ADJD
15	59	/	$(	$(
15	60	er	PPER	PPER
15	61	werde	VAFIN	VAFIN
15	62	von	APPR	APPR
15	63	der	ART	ART
15	64	Pest	NN	NN
15	65	nicht	PTKNEG	PTKNEG
15	66	angefallen	VVPP	VVPP
15	67	werden	VAINF	VAINF
15	68	/	$(	$(
15	69	Gott	NN	NN
15	70	werde	VAFIN	VAFIN
15	71	ihn	PPER	PPER
15	72	behüten	VVINF	VVINF
15	73	:	$.	$(
15	74	meide	VVFIN	VVFIN
15	75	aber	ADV	ADV
15	76	auch	ADV	ADV
15	77	die	ART	ART
15	78	Gelegenheit	NN	NN
15	79	/	$(	$(
15	80	und	KON	KON
15	81	gehe	VVFIN	VVFIN
15	82	nicht	PTKNEG	PTKNEG
15	83	an	APPR	APPR
15	84	unrichtige	ADJA	ADJA
15	85	Orte	NN	NN
15	86	/	$(	$(
15	87	und	KON	KON
15	88	lasse	VVFIN	VVFIN
15	89	nichts	PIS	PIAT
15	90	Verdächtiges	ADJA	NN
15	91	in	APPR	APPR
15	92	sein	VAINF	PPOSAT
15	93	Haus	NN	NN
15	94	eintragen	VVINF	VVINF
15	95	oder	KON	KON
15	96	kommen	VVFIN	VVFIN
15	97	.	$.	$.
16	1	im	APPRART	APPRART
16	2	Hause	NN	NN
16	3	oder	KON	KON
16	4	Stuben	NN	NN
16	5	soll	VMFIN	VMFIN
16	6	täglich	ADJD	ADJD
16	7	früh	ADJD	ADJD
16	8	und	KON	KON
16	9	abends	NN	ADV
16	10	geräuchert	VVPP	VVPP
16	11	werden	VAINF	VAINF
16	12	/	$(	$(
16	13	mit	APPR	APPR
16	14	Schwefel	NN	NN
16	15	/	$(	$(
16	16	und	KON	KON
16	17	so	ADV	ADV
16	18	diesen	PDAT	PDAT
16	19	jemand	PIS	PIS
16	20	nicht	PTKNEG	PTKNEG
16	21	vertrüge	VVFIN	VVFIN
16	22	/	$(	$(
16	23	mit	APPR	APPR
16	24	Wermut	NN	NN
16	25	/	$(	$(
16	26	Wacholderbeeren	NN	NN
16	27	/	$(	$(
16	28	mit	APPR	APPR
16	29	Pech	NN	NN
16	30	/	$(	$(
16	31	mit	APPR	APPR
16	32	Harz	NE	NN
16	33	/	$(	$(
16	34	und	KON	KON
16	35	lasse	VVFIN	VVFIN
16	36	den	ART	ART
16	37	Wind	NN	NN
16	38	/	$(	$(
16	39	wenn	KOUS	KOUS
16	40	er	PPER	PPER
16	41	stark	ADJD	ADJD
16	42	weht	VVFIN	VVFIN
16	43	/	$(	$(
16	44	wohl	ADV	ADV
16	45	durchs	APPRART	APPRART
16	46	Haus	NN	NN
16	47	gehen	VVINF	VVINF
16	48	/	$(	$(
16	49	sonderlich	ADJD	ADJD
16	50	wenn	KOUS	KOUS
16	51	der	ART	ART
16	52	Nordwind	NN	NN
16	53	weht	VVFIN	VVFIN
16	54	.	$.	$.
17	1	die	ART	ART
17	2	Fenster	NN	NN
17	3	lasse	VVFIN	VVFIN
17	4	nach	APPR	APPR
17	5	dem	ART	ART
17	6	Räuchern	NN	NN
17	7	etwas	PIS	ADV
17	8	öffnen	VVINF	VVINF
17	9	/	$(	$(
17	10	damit	PAV	KOUS
17	11	der	ART	ART
17	12	übrige	ADJA	ADJA
17	13	Dunst	NN	NN
17	14	und	KON	KON
17	15	Dampf	NN	NN
17	16	sich	PRF	PRF
17	17	verlieren	VVINF	VVINF
17	18	möge	VMFIN	VMFIN
17	19	.	$.	$.
18	1	kann	VMFIN	VMFIN
18	2	es	PPER	PPER
18	3	der	ART	ART
18	4	Hausvater	NN	NN
18	5	haben	VAFIN	VAFIN
18	6	/	$(	$(
18	7	so	ADV	ADV
18	8	lasse	VVFIN	VVFIN
18	9	er	PPER	PPER
18	10	fast	ADV	ADV
18	11	stets	ADV	ADV
18	12	ein	ART	ART
18	13	mäßiges	ADJA	ADJA
18	14	Feuer	NN	NN
18	15	in	APPR	APPR
18	16	der	ART	ART
18	17	Küche	NN	NN
18	18	unterhalten	VVPP	VVINF
18	19	/	$(	$(
18	20	wobei	PWAV	PWAV
18	21	die	ART	ART
18	22	Hausgenossen	NN	NN
18	23	sich	PRF	PRF
18	24	oft	ADV	ADV
18	25	befinden	VVFIN	VVINF
18	26	mögen	VMFIN	VMFIN
18	27	.	$.	$.
19	1	und	KON	KON
19	2	hüte	VVFIN	VVFIN
19	3	sich	PRF	PRF
19	4	ja	ADV	ADV
19	5	zu	PTKZU	APPR
19	6	solcher	PIAT	PIAT
19	7	betrübten	VVFIN	ADJA
19	8	und	KON	KON
19	9	gefährlichen	ADJA	ADJA
19	10	Zeit	NN	NN
19	11	jedermann	PIS	PIS
19	12	für	APPR	APPR
19	13	Baden	NN	NE
19	14	/	$(	$(
19	15	Purgieren	NE	NN
19	16	/	$(	$(
19	17	Aderlassen	NN	NN
19	18	/	$(	$(
19	19	Schröpfen	NN	NN
19	20	/	$(	$(
19	21	welches	PRELS	PWS
19	22	alles	PIS	PIS
19	23	zu	PTKZU	PTKZU
19	24	unterlassen	VVINF	VVINF
19	25	:	$.	$(
19	26	hingegen	ADV	ADV
19	27	aber	ADV	KON
19	28	schwitze	VVFIN	VVFIN
19	29	jedweder	PIAT	PIAT
19	30	/	$(	$(
19	31	der	ART	PRELS
19	32	noch	ADV	ADV
19	33	gesund	ADJD	ADJD
19	34	ist	VAFIN	VAFIN
19	35	/	$(	$(
19	36	wöchentlich	ADJD	ADJD
19	37	ein	ART	ART
19	38	Mal	NN	NN
19	39	/	$(	$(
