SID	TID	TOKEN	POS1	POS2
12	80	Historie	NN	NN
12	81	Tobias	NE	NE
12	82	auf	APPR	APPR
12	83	viele	ADV	PIAT
12	84	Wege	NN	NN
12	85	in	APPR	APPR
12	86	der	ART	ART
12	87	Tat	NN	NN
12	88	erwiesen	VVPP	VVPP
12	89	.	$.	$.
13	1	geht	VVFIN	VVFIN
13	2	demnach	PAV	PAV
13	3	allhier	ADV	ADJA
13	4	der	ART	ART
13	5	Engel	NE	NN
13	6	Raphael	NE	NE
13	7	allen	PIAT	PIAT
13	8	christlichen	ADJA	ADJA
13	9	Ärzten	NN	NN
13	10	mit	APPR	APPR
13	11	gutem	ADJA	ADJA
13	12	Exempel	NN	NN
13	13	für	APPR	APPR
13	14	/	$(	$(
13	15	dieselben	PDAT	PDS
13	16	dadurch	PAV	PAV
13	17	anzumahnen	VVIZU	VVIZU
13	18	/	$(	$(
13	19	dass	KOUS	KOUS
13	20	sie	PPER	PPER
13	21	Gottes	NN	NN
13	22	milde	ADJA	ADJA
13	23	reiche	VVFIN	ADJA
13	24	Güte	NN	NN
13	25	in	APPR	APPR
13	26	Offenbarung	NN	NN
13	27	und	KON	KON
13	28	Ausbreitung	NN	NN
13	29	vieler	PIAT	PIAT
13	30	heilsamer	ADJA	ADJA
13	31	/	$(	$(
13	32	und	KON	KON
13	33	zur	APPRART	APPRART
13	34	Gesundheit	NN	NN
13	35	dienlicher	ADJA	ADJA
13	36	Mittel	NN	NN
13	37	/	$(	$(
13	38	so	ADV	ADV
13	39	viel	ADV	ADV
13	40	immer	ADV	ADV
13	41	müglich	ADJD	ADJD
13	42	/	$(	$(
13	43	rühmen	VVINF	VVFIN
13	44	/	$(	$(
13	45	loben	VVFIN	VVFIN
13	46	und	KON	KON
13	47	preisen	VVFIN	VVFIN
13	48	.	$.	$.
14	1	dazu	PAV	PAV
14	2	auch	ADV	ADV
14	3	der	ART	ART
14	4	weise	VVFIN	ADJA
14	5	Man	PIS	NN
14	6	Jesus	NE	NE
14	7	Sirach	NE	NE
14	8	/	$(	$(
14	9	welcher	PWAT	PWS
14	10	in	APPR	APPR
14	11	seinem	PPOSAT	PPOSAT
14	12	Buch	NN	NN
14	13	den	ART	ART
14	14	Arzt	NN	NN
14	15	und	KON	KON
14	16	die	ART	ART
14	17	Arznei	NN	NN
14	18	als	KOKOM	KOKOM
14	19	von	APPR	APPR
14	20	Gott	NN	NN
14	21	geschaffen	VVPP	VVPP
14	22	/	$(	$(
14	23	hoch	ADJD	ADJD
14	24	rühmt	VVFIN	VVFIN
14	25	/	$(	$(
14	26	und	KON	KON
14	27	ausdrücklich	ADJD	ADJD
14	28	anzeigt	VVFIN	VVFIN
14	29	/	$(	$(
14	30	dass	KOUS	KOUS
14	31	der	ART	ART
14	32	Herr	NN	NN
14	33	eben	ADV	ADV
14	34	darum	PAV	PAV
14	35	solche	PIAT	PIAT
14	36	Kunst	NN	NN
14	37	den	ART	ART
14	38	Menschen	NN	NN
14	39	gegeben	VVPP	VVPP
14	40	habe	VAFIN	VAFIN
14	41	/	$(	$(
14	42	dass	KOUS	KOUS
14	43	er	PPER	PPER
14	44	gepriesen	VVPP	VVPP
14	45	würde	VAFIN	VAFIN
14	46	in	APPR	APPR
14	47	seinen	PPOSAT	PPOSAT
14	48	Wundertaten	NN	NN
14	49	/	$(	$(
14	50	sie	PPER	PPER
14	51	und	KON	KON
14	52	alle	PIAT	PIAT
14	53	Christen	NN	NN
14	54	vermahnt	VVFIN	VVPP
14	55	/	$(	$(
14	56	in	APPR	APPR
14	57	dem	ART	ART
14	58	er	PPER	PPER
14	59	sagt	VVFIN	VVFIN
14	60	am	APPRART	APPRART
14	61	drei	CARD	CARD
14	62	und	KON	KON
14	63	vierzigsten	ADJA	ADJA
14	64	Kapitel	NN	NN
15	1	lobt	VVFIN	VVFIN
15	2	und	KON	KON
15	3	preist	VVFIN	VVFIN
15	4	den	ART	ART
15	5	Herrn	NN	NN
15	6	/	$(	$(
15	7	so	ADV	ADV
15	8	hoch	ADJD	ADJD
15	9	ihr	PPOSAT	PPER
15	10	vermögt	VVFIN	VVFIN
15	11	/	$(	$(
15	12	er	PPER	PPER
15	13	ist	VAFIN	VAFIN
15	14	doch	ADV	ADV
15	15	noch	ADV	ADV
15	16	höher	ADJD	ADJD
15	17	/	$(	$(
15	18	preist	NN	VVFIN
15	19	ihn	PPER	PPER
15	20	aus	APPR	APPR
15	21	allen	PIAT	PIAT
15	22	Kräften	NN	NN
15	23	/	$(	$(
15	24	und	KON	KON
15	25	lasst	VVFIN	VVFIN
15	26	nicht	PTKNEG	PTKNEG
15	27	ab	PTKVZ	PTKVZ
15	28	/	$(	$(
15	29	noch	ADV	ADV
15	30	werdet	VAFIN	VAFIN
15	31	ihr	PPOSAT	PPER
15	32	es	PPER	PPER
15	33	nicht	PTKNEG	PTKNEG
15	34	erreichen	VVINF	VVINF
15	35	et cetera	ADV	FM
16	1	wir	PPER	PPER
16	2	sehen	VVINF	VVFIN
16	3	seiner	PPOSAT	PPOSAT
16	4	Werke	NN	NN
16	5	das	ART	ART
16	6	Wenigste	ADJA	NN
16	7	/	$(	$(
16	8	denn	KON	KON
16	9	viel	ADV	ADV
16	10	größere	ADJA	ADJA
16	11	sind	VAFIN	VAFIN
16	12	uns	PPER	PPER
16	13	noch	ADV	ADV
16	14	verborgen	VVPP	VVPP
16	15	.	$.	$.
17	1	wann	PWAV	PWAV
17	2	dann	ADV	ADV
17	3	unter	APPR	APPR
17	4	solchen	PIAT	PIAT
17	5	heilsamen	ADJA	ADJA
17	6	/	$(	$(
17	7	und	KON	KON
17	8	zur	APPRART	APPRART
17	9	Gesundheit	NN	NN
17	10	dienlichen	ADJA	ADJA
17	11	Werken	NN	NN
17	12	und	KON	KON
17	13	Geschöpfen	NN	NN
17	14	Gottes	NN	NN
17	15	nicht	PTKNEG	PTKNEG
17	16	die	ART	ART
17	17	wenigsten	PIAT	PIS
17	18	sind	VAFIN	VAFIN
17	19	die	ART	ART
17	20	warmen	NN	ADJA
17	21	Bäder	NN	NN
17	22	/	$(	$(
17	23	Sauer	NN	NE
17	24	und	KON	KON
17	25	andere	ADJA	PIS
17	26	Brunnen	NN	NN
17	27	/	$(	$(
17	28	welche	PWAT	PRELS
17	29	allerlei	PIAT	PIAT
17	30	Mineralien	NN	NN
17	31	und	KON	KON
17	32	Bergarten	NN	NN
17	33	/	$(	$(
17	34	so	ADV	ADV
17	35	sie	PPER	PPER
17	36	führen	VVINF	VVINF
17	37	/	$(	$(
17	38	und	KON	KON
17	39	damit	PAV	PAV
17	40	vermengt	VVFIN	VVPP
17	41	seien	VAINF	VAFIN
17	42	/	$(	$(
17	43	Kraft	NN	NN
17	44	und	KON	KON
17	45	Wirkung	NN	NN
17	46	an	APPR	APPR
17	47	sich	PRF	PRF
17	48	haben	VAFIN	VAFIN
17	49	/	$(	$(
17	50	ist	VAFIN	VAFIN
17	51	es	PPER	PPER
17	52	billig	ADJD	ADJD
17	53	und	KON	KON
17	54	christlich	ADJD	ADJD
17	55	/	$(	$(
17	56	dass	KOUS	KOUS
17	57	alle	PIAT	PIAT
17	58	gottfürchtigen	NE	ADJA
17	59	Ärzte	NN	NN
17	60	Gott	NN	NN
17	61	dem	ART	ART
17	62	Schöpfer	NN	NN
17	63	zu	PTKZU	APPR
17	64	Ehren	NN	NN
17	65	denselben	PDAT	PDS
17	66	nachdenken	VVINF	VVINF
17	67	/	$(	$(
17	68	fleißig	ADJD	ADJD
17	69	erforschen	VVINF	VVINF
17	70	und	KON	KON
17	71	dartun	VVINF	VVFIN
17	72	/	$(	$(
17	73	was	PWS	PWS
17	74	sie	PPER	PPER
17	75	für	APPR	APPR
17	76	Art	NN	NN
17	77	und	KON	KON
17	78	Eigenschaft	NN	NN
17	79	an	APPR	APPR
17	80	sich	PRF	PRF
17	81	haben	VAFIN	VAFIN
17	82	/	$(	$(
17	83	wozu	PWAV	PWAV
17	84	sie	PPER	PPER
17	85	dienen	VVINF	VVINF
17	86	/	$(	$(
17	87	woher	PWAV	PWAV
17	88	sie	PPER	PPER
17	89	ihre	PPOSAT	PPOSAT
17	90	Kraft	NN	NN
17	91	haben	VAFIN	VAFIN
17	92	/	$(	$(
17	93	und	KON	KON
17	94	welcher	PWAT	PWS
17	95	Gestalt	NN	NN
17	96	sie	PPER	PPER
17	97	fruchtbarlich	ADJD	ADJD
17	98	zu	PTKZU	PTKZU
17	99	gebrauchen	VVINF	VVINF
17	100	.	$.	$.
18	1	und	KON	KON
18	2	dieweil	KOUS	ADV
18	3	dieses	PDAT	PDAT
18	4	Jahr	NN	NN
18	5	ein	ART	ART
18	6	solcher	PIAT	PIAT
18	7	heilsamer	ADJA	ADJA
18	8	Brunnen	NN	NN
18	9	im	APPRART	APPRART
18	10	Lande	NN	NN
18	11	zu	PTKZU	APPR
18	12	Meißen	NE	NE
18	13	/	$(	$(
18	14	dessen	PDS	PRELAT
18	15	man	PIS	PIS
18	16	eine	ART	ART
18	17	Zeit	NN	NN
18	18	her	APZR	APZR
18	19	nicht	PTKNEG	PTKNEG
18	20	geachtet	VVPP	VVPP
18	21	/	$(	$(
18	22	wiederum	ADV	ADV
18	23	in	APPR	APPR
18	24	Beruf	NN	NN
18	25	kommen	VVFIN	VVINF
18	26	/	$(	$(
18	27	habe	VAFIN	VAFIN
18	28	ich	PPER	PPER
18	29	zwar	ADV	ADV
18	30	bald	ADV	ADV
18	31	anfänglich	ADJD	ADJD
18	32	dem	ART	ART
18	33	selben	ADJA	PDAT
18	34	nachgeforscht	VVPP	VVPP
18	35	/	$(	$(
18	36	seinen	PPOSAT	PPOSAT
18	37	Halt	NN	NN
18	38	und	KON	KON
18	39	Mineram	NN	NN
18	40	/	$(	$(
18	41	so	ADV	ADV
18	42	viel	ADV	ADV
18	43	abwesend	ADJD	ADJD
18	44	geschehen	VVPP	VVINF
18	45	können	VMFIN	VMINF
18	46	/	$(	$(
18	47	probiert	VVFIN	VVFIN
18	48	/	$(	$(
18	49	aber	KON	ADV
18	50	lange	ADV	ADV
18	51	Zeit	NN	NN
18	52	in	APPR	APPR
18	53	Hoffnung	NN	NN
18	54	gestanden	VVPP	VVPP
18	55	/	$(	$(
18	56	es	PPER	PPER
18	57	würde	VAFIN	VAFIN
18	58	jemand	PIS	PIS
18	59	anderes	ADV	PIS
18	60	/	$(	$(
18	61	welcher	PWAT	PWS
18	62	mehr	ADV	PIAT
18	63	Berufs	NN	NN
18	64	und	KON	KON
18	65	Ansehens	NN	NN
18	66	hätte	VAFIN	VAFIN
18	67	/	$(	$(
18	68	sich	PRF	PRF
18	69	der	ART	ART
18	70	Sache	NN	NN
18	71	unterwinden	VVINF	VVINF
18	72	/	$(	$(
18	73	und	KON	KON
18	74	in	APPR	APPR
18	75	offenem	ADJA	ADJA
18	76	Druck	NN	NN
18	77	seine	PPOSAT	PPOSAT
18	78	Natur	NN	NN
18	79	/	$(	$(
18	80	Kraft	NN	NN
18	81	/	$(	$(
18	82	Wirkung	NN	NN
18	83	und	KON	KON
18	84	Gebrauch	NN	NN
18	85	/	$(	$(
18	86	menniglichen	ADJA	ADJA
18	87	zu	PTKZU	APPR
18	88	gute	ADJD	ADJA
18	89	an	APPR	APPR
18	90	Tag	NN	NN
18	91	geben	VVINF	VVINF
18	92	.	$.	$.
19	1	weil	KOUS	KOUS
19	2	ich	PPER	PPER
19	3	aber	ADV	ADV
19	4	bis	VVFIN	APPR
19	5	daher	PAV	PAV
19	6	vergeblich	ADJD	ADJD
19	7	gehofft	VVPP	VVPP
19	8	/	$(	$(
19	9	und	KON	KON
19	10	gleichwohl	ADV	ADV
19	11	von	APPR	APPR
19	12	vielen	PIAT	PIAT
19	13	gutherzigen	ADJA	ADJA
19	14	Leuten	NN	NN
19	15	/	$(	$(
19	16	was	PWS	PWS
19	17	ich	PPER	PPER
19	18	davon	PAV	PAV
19	19	hielte	VVFIN	VVFIN
19	20	/	$(	$(
19	21	oft	ADV	ADV
19	22	und	KON	KON
19	23	vielmals	ADV	ADV
19	24	ersucht	VVFIN	VVPP
19	25	und	KON	KON
19	26	angelangt	VVFIN	VVPP
19	27	worden	VAPP	VAPP
19	28	/	$(	$(
19	29	habe	NN	VAFIN
19	30	ich	PPER	PPER
19	31	mich	PPER	PRF
19	32	endlich	ADV	ADV
19	33	aus	APPR	APPR
19	34	Ursachen	NN	NN
19	35	/	$(	$(
19	36	so	ADV	ADV
19	37	ich	PPER	PPER
19	38	im	APPRART	APPRART
19	39	Eingange	NN	NN
19	40	dieses	PDAT	PDAT
19	41	Traktätleins	NN	NN
19	42	erzähle	VVFIN	VVFIN
19	43	/	$(	$(
19	44	solches	PIAT	PIAT
19	45	Werks	NN	NN
19	46	unterfangen	NN	VVINF
19	47	/	$(	$(
19	48	und	KON	KON
19	49	meine	PPOSAT	PPOSAT
19	50	Meinung	NN	NN
19	51	hiervon	PAV	PAV
19	52	in	APPR	APPR
19	53	diesem	PDAT	PDAT
19	54	Traktätlein	NN	NN
19	55	kurz	ADJD	ADJD
19	56	begriffen	VVPP	VVPP
19	57	.	$.	$.
20	1	welches	PWS	PWS
20	2	euren	NN	PPOSAT
20	3	fürstlichen	NE	ADJA
21	1	Gnaden	NN	NN
21	2	um	APPR	PTKVZ
21	3	desto	ADV	KON
21	4	mehrers	PIAT	ADJA
21	5	Ansehens	NN	NN
21	6	Willen	NN	APPO
21	7	/	$(	$(
21	8	ich	PPER	PPER
21	9	in	APPR	APPR
21	10	Untertänigkeit	NN	NN
21	11	hiermit	PAV	PAV
21	12	dediziere	VVFIN	VVFIN
21	13	und	KON	KON
21	14	zuschreibe	VVFIN	VVFIN
21	15	/	$(	$(
21	16	untertänig	ADJD	ADJD
21	17	bittend	ADJA	ADJD
21	18	/	$(	$(
21	19	solch	PIAT	PIAT
21	20	geringfügiges	ADJD	ADJA
21	21	Werk	NN	NN
21	22	in	APPR	APPR
21	23	Gnaden	NN	NN
21	24	von	APPR	APPR
21	25	mir	PPER	PPER
21	26	auf-	APPR	TRUNC
21	27	und	KON	KON
21	28	anzunehmen	VVIZU	VVIZU
21	29	/	$(	$(
21	30	und	KON	KON
21	31	meine	PPOSAT	PPOSAT
21	32	gnädige	ADJA	ADJA
21	33	Fürsten	NN	NN
21	34	und	KON	KON
21	35	Herren	NN	NN
21	36	zu	PTKZU	PTKZU
21	37	sein	VAINF	VAINF
21	38	und	KON	KON
21	39	zu	PTKZU	PTKZU
21	40	bleiben	VVINF	VVINF
21	41	.	$.	$.
22	1	das	ART	PDS
22	2	bin	VAFIN	VAFIN
22	3	um	APPR	APPR
22	4	eure	NN	PPOSAT
22	5	fürstliche	NE	ADJA
22	6	Gnaden	NN	NN
22	7	ich	PPER	PPER
22	8	mit	APPR	APPR
22	9	meinem	PPOSAT	PPOSAT
22	10	andächtigem	ADJA	ADJA
22	11	Gebet	NN	NN
22	12	um	APPR	APPR
22	13	dero	PRELAT	PIS
22	14	beständige	ADJA	ADJA
22	15	Gesundheit	NN	NN
22	16	/	$(	$(
22	17	langes	ADJA	ADJA
22	18	Leben	NN	NN
22	19	/	$(	$(
22	20	und	KON	KON
22	21	alle	PIAT	PIAT
22	22	gedeihliche	NE	ADJA
22	23	Wohlfahrt	NN	NN
22	24	/	$(	$(
22	25	beneben	APPR	VVFIN
22	26	meinen	VVFIN	PPOSAT
22	27	untertänigen	ADJA	ADJA
22	28	/	$(	$(
22	29	wiewohl	KOUS	KOUS
22	30	geringen	ADJA	ADJA
22	31	Diensten	NN	NN
22	32	zu	PTKZU	PTKZU
22	33	verdienen	VVFIN	VVINF
22	34	/	$(	$(
22	35	in	APPR	APPR
22	36	Untertänigkeit	NN	NN
22	37	ganz	ADV	ADV
22	38	willig	ADJD	ADJD
22	39	.	$.	$.
23	1	Datum	NN	NN
23	2	zur	APPRART	APPRART
23	3	Neustadt	NN	NN
23	4	an	APPR	APPR
23	5	der	ART	ART
23	6	Orla	NE	NE
23	7	/	$(	$(
23	8	am	APPRART	APPRART
23	9	Tage	NN	NN
23	10	Michaelis	NE	NE
23	11	/	$(	$(
23	12	1608	CARD	ADJA
23	13	.	$.	$.
23	14	eurer	PPOSAT	PPOSAT
23	15	fürstlichen	NN	ADJA
23	16	Gnaden	NN	NN
23	17	untertäniger	NN	ADJA
23	18	M.	NE	NE
23	19	Johannes	NE	NE
23	20	Philippus	NE	NE
23	21	Brendel	NE	NE
23	22	/	$(	$(
23	23	jetzt	ADV	ADV
23	24	Medikus	NN	NN
23	25	daselbst	PAV	ADV
23	26	 .	$.	$.
23	27	so	ADV	ADV
23	28	weit	ADJD	ADJD
23	29	und	KON	KON
23	30	breit	ADJD	ADJD
23	31	nicht	PTKNEG	PTKNEG
23	32	allein	ADV	ADV
23	33	in	APPR	APPR
23	34	dieser	PDAT	PDAT
23	35	Gegend	NN	NN
23	36	/	$(	$(
23	37	sondern	KON	KON
23	38	auch	ADV	ADV
23	39	fast	ADV	ADV
23	40	im	APPRART	APPRART
23	41	ganzen	ADJA	ADJA
23	42	Deutschen	ADJA	NN
23	43	/	$(	$(
23	44	auch	ADV	ADV
23	45	wohl	ADV	ADV
23	46	anderen	ADJA	PIS
23	47	Ländern	NN	NN
23	48	der	ART	ART
23	49	neuerfundene	ADJA	ADJA
23	50	/	$(	$(
23	51	oder	KON	KON
23	52	jetzo	ADV	ADV
23	53	aufs	APPRART	APPRART
23	54	Neue	ADJD	ADJA
23	55	ausgeschriene	ADJA	ADJA
23	56	und	KON	KON
23	57	berühmte	ADJA	ADJA
23	58	Brunnen	NN	NN
23	59	in	APPR	APPR
23	60	Meißen	NE	NE
23	61	/	$(	$(
23	62	bei	APPR	APPR
23	63	der	ART	ART
23	64	Zwönitz	NN	NN
23	65	gelegen	VVPP	VVPP
23	66	/	$(	$(
23	67	bekannt	ADJD	ADJD
23	68	ist	VAFIN	VAFIN
23	69	/	$(	$(
23	70	so	ADV	ADV
23	71	sehr	ADV	ADV
23	72	wundert	VVFIN	VVFIN
23	73	mich	PPER	PPER
23	74	/	$(	$(
23	75	das	ART	PRELS
23	76	sich	PRF	PRF
23	77	noch	ADV	ADV
23	78	zur	APPRART	APPRART
23	79	Zeit	NN	NN
23	80	niemand	PIS	PIS
23	81	/	$(	$(
23	82	welcher	PWAT	PWS
23	83	von	APPR	APPR
23	84	seiner	PPOSAT	PPOSAT
23	85	Natur	NN	NN
23	86	und	KON	KON
23	87	Gebrauch	NN	NN
23	88	etwas	PIS	PIAT
23	89	Gründliches	ADJA	NN
23	90	in	APPR	APPR
23	91	Druck	NN	NN
23	92	verfertigt	VVFIN	VVPP
23	93	/	$(	$(
23	94	gefunden	VVFIN	VVPP
23	95	.	$.	$.
24	1	zwar	ADV	ADV
24	2	ich	PPER	PPER
24	3	muss	VMFIN	VMFIN
24	4	selber	ADV	ADV
24	5	bekennen	VVFIN	VVINF
24	6	/	$(	$(
24	7	dass	KOUS	KOUS
24	8	ich	PPER	PPER
24	9	viel	ADV	ADV
24	10	lieber	ADV	ADJD
24	11	einen	ART	ART
24	12	anderen	ADJA	PIS
24	13	/	$(	$(
24	14	welcher	PWAT	PWS
24	15	davon	PAV	PAV
24	16	seine	PPOSAT	PPOSAT
24	17	Meinung	NN	NN
24	18	an	APPR	APPR
24	19	Tag	NN	NN
24	20	gegeben	VVPP	VVPP
24	21	hätte	VAFIN	VAFIN
24	22	/	$(	$(
24	23	lesen	VVINF	VVINF
24	24	wollte	VMFIN	VMFIN
24	25	/	$(	$(
24	26	als	KOKOM	KOKOM
24	27	dass	KOUS	KOUS
24	28	ich	PPER	PPER
24	29	hiervon	PAV	PAV
24	30	etwas	PIS	ADV
24	31	schreiben	VVINF	VVINF
24	32	und	KON	KON
24	33	in	APPR	APPR
24	34	Druck	NN	NN
24	35	gehen	VVINF	VVINF
24	36	lassen	VVINF	VVINF
