	token_ids	tokens	goldlabels	predictions
6	2	Kind	NN	NN
6	3	/	$(	$(
6	4	wann	PWAV	PWAV
6	5	du	PTKZU	PPER
6	6	krank	ADJD	ADJD
6	7	bist	VAFIN	VAFIN
6	8	/	$(	$(
6	9	so	ADV	ADV
6	10	verachte	VVFIN	VVINF
6	11	dies	PDS	PDS
6	12	nicht	PTKNEG	PTKNEG
6	13	/	$(	$(
6	14	sondern	KON	KON
6	15	bitte	ADV	VVIMP
6	16	den	ART	ART
6	17	Herrn	NN	NN
6	18	/	$(	$(
6	19	so	ADV	ADV
6	20	wird	VAFIN	VAFIN
6	21	er	PPER	PPER
6	22	dich	PPER	PPER
6	23	gesund	ADJD	ADJD
6	24	machen	VVINF	VVINF
6	25	/	$(	$(
6	26	lass	VVFIN	VVIMP
6	27	von	APPR	APPR
6	28	der	ART	ART
6	29	Sünde	NN	NN
6	30	/	$(	$(
6	31	und	KON	KON
6	32	mache	VVFIN	VVIMP
6	33	deine	PPOSAT	PPOSAT
6	34	Hände	NN	NN
6	35	unsträflich	ADJD	VVINF
6	36	/	$(	$(
6	37	und	KON	KON
6	38	reinige	VVFIN	VVINF
6	39	das	ART	ART
6	40	Herz	NN	NN
6	41	von	APPR	APPR
6	42	aller	PIAT	PIAT
6	43	Missetat	NN	NN
6	44	/	$(	$(
6	45	opfer	NN	VVINF
6	46	süßen	ADJA	ADJA
6	47	Geruch	NN	NN
6	48	/	$(	$(
6	49	und	KON	KON
6	50	Semmel	NN	NN
6	51	/	$(	$(
6	52	und	KON	KON
6	53	gedenk	VVIMP	VVIMP
6	54	Opfer	NN	NN
6	55	/	$(	$(
6	56	und	KON	KON
6	57	gib	VVIMP	VVIMP
6	58	ein	ART	ART
6	59	fettes	ADJD	ADJA
6	60	Opfer	NN	NN
6	61	/	$(	$(
6	62	als	KOKOM	KOKOM
6	63	müssest	VVFIN	VMFIN
6	64	du	PPER	PPER
6	65	davon	PAV	PAV
6	66	/	$(	$(
6	67	Darnach	PAV	VVINF
6	68	lass	VVFIN	VVIMP
6	69	den	ART	ART
6	70	Arzt	NN	NN
6	71	zu	PTKZU	APPR
6	72	dir	PPER	PPER
6	73	/	$(	$(
6	74	denn	KON	KON
6	75	der	ART	ART
6	76	Herr	NN	NN
6	77	hat	VAFIN	VAFIN
6	78	ihn	PPER	PPER
6	79	geschaffen	VVPP	VVINF
6	80	/	$(	$(
6	81	und	KON	KON
6	82	lass	ART	VVFIN
6	83	ihn	PPER	PPER
6	84	nicht	PTKNEG	PTKNEG
6	85	von	APPR	APPR
6	86	dir	PPER	PPER
6	87	/	$(	$(
6	88	weil	KOUS	KOUS
6	89	du	PTKZU	PPER
6	90	seiner	VAINF	PPER
6	91	doch	ADV	ADV
6	92	bedarfst	ADJD	VVINF
6	93	.	$.	$.
7	1	es	PPER	PPER
7	2	kann	VMFIN	VMFIN
7	3	die	ART	ART
7	4	Stunde	VVFIN	NN
7	5	kommen	VVFIN	VVINF
7	6	/	$(	$(
7	7	dass	ART	KOUS
7	8	dem	ART	ART
7	9	Kranken	NN	NN
7	10	allein	ADV	ADV
7	11	durch	APPR	APPR
7	12	ihn	PPER	PPER
7	13	geholfen	VVPP	VVINF
7	14	werde	VAFIN	VAFIN
7	15	/	$(	$(
7	16	wenn	KOUS	KOUS
7	17	sie	PPER	PPER
7	18	den	ART	ART
7	19	Herrn	NN	NN
7	20	bitten	VVINF	VVFIN
7	21	/	$(	$(
7	22	dass	ART	KOUS
7	23	mit	APPR	APPR
7	24	ihm	PPER	PPER
7	25	besser	ADJD	ADJD
7	26	werde	VAFIN	VAFIN
7	27	/	$(	$(
7	28	und	KON	KON
7	29	Gesundheit	NN	NN
7	30	kriege	VVFIN	VVINF
7	31	länger	ADJD	ADJD
7	32	zu	PTKZU	PTKZU
7	33	leben	VVFIN	VVINF
7	34	.	$.	$.
8	1	wer	PWS	PWS
8	2	für	APPR	APPR
8	3	seinem	PPOSAT	PPOSAT
8	4	Schöpfer	NN	VVINF
8	5	sündigt	VVFIN	VVINF
8	6	/	$(	$(
8	7	der	ART	PDS
8	8	muss	VMFIN	VMFIN
8	9	dem	ART	ART
8	10	Arzt	NN	NN
8	11	in	APPR	APPR
8	12	die	ART	ART
8	13	Hände	NN	NN
8	14	kommen	VVFIN	VVINF
8	15	.	$.	$.
9	1	aus	APPR	APPR
9	2	diesen	PDAT	PDAT
9	3	Worten	NN	NN
9	4	kann	VMFIN	VMFIN
9	5	man	PIS	PIS
9	6	klärlich	ADV	VVINF
9	7	merken	VVINF	VVINF
9	8	/	$(	$(
9	9	wie	KOKOM	PWAV
9	10	sich	PRF	PRF
9	11	ein	ART	ART
9	12	Kranker	ADJA	VVINF
9	13	halten	VVINF	VVINF
9	14	soll	VMFIN	VMFIN
9	15	.	$.	$.
10	1	zum	APPRART	APPRART
10	2	Ersten	ADJA	NN
10	3	soll	VMFIN	VMFIN
10	4	er	PPER	PPER
10	5	fromm	ADJD	ADJD
10	6	werden	VAINF	VAINF
10	7	/	$(	$(
10	8	so	ADV	ADV
10	9	er	PPER	PPER
10	10	im	APPRART	APPRART
10	11	rechtschaffenem	NE	ADJA
10	12	Glauben	VVFIN	NN
10	13	Gott	NN	NN
10	14	anruft	VVFIN	VVFIN
10	15	/	$(	$(
10	16	und	KON	KON
10	17	im	APPRART	APPRART
10	18	rechten	ADJA	ADJA
10	19	Wege	NN	NN
10	20	nach	APPR	APPR
10	21	Gottes	NN	NN
10	22	Willen	NN	NN
10	23	leben	VVFIN	ADJD
10	24	will	VMFIN	VMFIN
10	25	/	$(	$(
10	26	und	KON	KON
10	27	ihm	PPER	PPER
10	28	mit	APPR	APPR
10	29	reinem	ADJA	ADJA
10	30	Herzen	NN	NN
10	31	dienen	VVINF	ADJD
10	32	/	$(	$(
10	33	und	KON	KON
10	34	dankbar	ADJD	ADJD
10	35	sein	VAINF	VAINF
10	36	.	$.	$.
11	1	zum	APPRART	APPRART
11	2	Anderen	ADJA	PIS
11	3	lass	VVFIN	VVFIN
11	4	für	APPR	APPR
11	5	dich	PPER	PRF
11	6	bitten	VVINF	VVINF
11	7	in	APPR	APPR
11	8	der	ART	ART
11	9	Gemeinde	ADJA	NN
11	10	Gottes	NN	NN
11	11	.	$.	$.
12	1	dann	ADV	ADV
12	2	bei	APPR	APPR
12	3	den	ART	ART
12	4	Christen	NN	NN
12	5	ist	VAFIN	VAFIN
12	6	Opfern	NN	NN
12	7	nichts	PIS	PIS
12	8	anderes	ADV	PIS
12	9	/	$(	$(
12	10	dann	ADV	ADV
12	11	Beten	VVINF	NN
12	12	/	$(	$(
12	13	und	KON	KON
12	14	Gott	NN	NN
12	15	für	APPR	APPR
12	16	seine	PPOSAT	PPOSAT
12	17	Wohltat	VVFIN	NN
12	18	danken	VVINF	NN
12	19	.	$.	$.
13	1	zum	APPRART	APPRART
13	2	Letzten	ADJA	NN
13	3	soll	VMFIN	VMFIN
13	4	er	PPER	PPER
13	5	zum	APPRART	APPRART
13	6	Arzt	NN	NN
13	7	Zuflucht	NN	VVPP
13	8	haben	VAFIN	VAINF
13	9	/	$(	$(
13	10	und	KON	KON
13	11	ihn	PPER	PPER
13	12	nicht	PTKNEG	PTKNEG
13	13	vorachten	VVINF	VVPP
13	14	/	$(	$(
13	15	dieweil	KOUS	KOUS
13	16	ihn	APPR	PPER
13	17	Gott	NN	NN
13	18	geschaffen	VVPP	VVPP
13	19	hat	VAFIN	VAFIN
13	20	.	$.	$.
14	1	darum	PAV	PAV
14	2	sagt	VVFIN	VVFIN
14	3	der	ART	ART
14	4	Jesus	NE	NE
14	5	Syrach	NE	VVFIN
14	6	kurz	ADJD	ADJD
14	7	zuvor	ADV	ADV
14	8	/	$(	$(
14	9	der	ART	ART
14	10	Herr	NN	NN
14	11	lässt	VVIMP	VVFIN
14	12	die	ART	ART
14	13	Arznei	NE	NN
14	14	aus	APPR	APPR
14	15	der	ART	ART
14	16	Erde	NN	NN
14	17	wachsen	VVINF	VVFIN
14	18	/	$(	$(
14	19	und	KON	KON
14	20	ein	ART	ART
14	21	Vornünftiger	NE	NN
14	22	verachtet	NN	VVFIN
14	23	sie	PPER	PPER
14	24	nicht	PTKNEG	PTKNEG
14	25	.	$.	$.
15	1	ward	VAFIN	VAFIN
15	2	doch	ADV	ADV
15	3	das	ART	ART
15	4	bittere	ADJD	ADJA
15	5	Wasser	NN	NN
15	6	süß	ADJA	ADJD
15	7	/	$(	$(
15	8	durch	APPR	APPR
15	9	ein	ART	ART
15	10	Holz	NN	NN
15	11	/	$(	$(
15	12	auf	APPR	APPR
15	13	dass	ART	KOUS
15	14	man	PIS	PIS
15	15	seine	PPOSAT	PPOSAT
15	16	Kraft	NN	NN
15	17	erkennen	VVINF	ADJA
15	18	solle	VMFIN	VMFIN
15	19	.	$.	$.
16	1	und	KON	KON
16	2	er	PPER	PPER
16	3	hat	VAFIN	VAFIN
16	4	solche	PIAT	PIAT
16	5	Kunst	NN	NN
16	6	den	ART	ART
16	7	Menschen	NN	NN
16	8	gegeben	VVPP	VVPP
16	9	/	$(	$(
16	10	dass	ART	KOUS
16	11	er	PPER	PPER
16	12	gepriesen	VVPP	VVPP
16	13	werde	VAFIN	VAFIN
16	14	in	APPR	APPR
16	15	seinen	PPOSAT	PPOSAT
16	16	Wundertaten	NN	NN
16	17	/	$(	$(
16	18	et cetera	ADV	FM
17	1	und	KON	KON
17	2	also	ADV	ADV
17	3	tat	VVFIN	VVFIN
17	4	auch	ADV	ADV
17	5	der	ART	ART
17	6	König	NN	NN
17	7	Hiskia	NE	NE
17	8	/	$(	$(
17	9	welcher	VVIMP	PRELS
17	10	sehr	NE	ADV
17	11	krank	ADJD	ADJD
17	12	war	VAFIN	VAFIN
17	13	/	$(	$(
17	14	und	KON	KON
17	15	der	ART	ART
17	16	Prophet	NN	NN
17	17	Jesaia	NE	NE
17	18	zu	PTKZU	APPR
17	19	ihm	APPRART	PPER
17	20	kam	VVFIN	VVFIN
17	21	/	$(	$(
17	22	und	KON	KON
17	23	sprach	VVFIN	VVFIN
17	24	zu	PTKZU	APPR
17	25	ihm	PPER	PPER
17	26	.	$.	$.
18	1	so	ADV	ADV
18	2	spricht	VVFIN	VVFIN
18	3	der	ART	ART
18	4	Herr	NN	NN
18	5	/	$(	$(
18	6	bestelle	VVFIN	VVINF
18	7	dein	PPOSAT	PPOSAT
18	8	Haus	NN	NN
18	9	/	$(	$(
18	10	denn	KON	KON
18	11	du	PTKZU	PPER
18	12	wirst	VAFIN	VAFIN
18	13	sterben	VVINF	VVINF
18	14	/	$(	$(
18	15	und	KON	KON
18	16	nicht	PTKNEG	PTKNEG
18	17	lebendig	ADJD	ADJD
18	18	bleiben	VVINF	VVINF
18	19	.	$.	$.
19	1	da	ADV	ADV
19	2	wendet	PWS	VVFIN
19	3	Hiskia	NE	NE
19	4	sein	VAINF	PPOSAT
19	5	Angesicht	NN	NN
19	6	zur	APPRART	APPRART
19	7	Wand	VVFIN	NN
19	8	/	$(	$(
19	9	und	KON	KON
19	10	betet	VVFIN	VVFIN
19	11	zum	APPRART	APPRART
19	12	Herrn	NN	NN
19	13	/	$(	$(
19	14	und	KON	KON
19	15	sprach	VVFIN	VVFIN
19	16	.	$.	$.
20	1	gedenk	NE	VVPP
20	2	doch	ADV	ADV
20	3	Herr	NN	NN
20	4	/	$(	$(
20	5	wie	KOKOM	PWAV
20	6	ich	PPER	PPER
20	7	vor	APPR	APPR
20	8	dir	ART	PPER
20	9	gewandelt	VVPP	VVPP
20	10	hab	VAFIN	VAFIN
20	11	in	APPR	APPR
20	12	der	ART	ART
20	13	Wahrheit	NN	NN
20	14	/	$(	$(
20	15	mit	APPR	APPR
20	16	vollkommenem	ADJA	VVPP
20	17	Herzen	NN	NN
20	18	/	$(	$(
20	19	und	KON	KON
20	20	habe	VAFIN	VAFIN
20	21	getan	VVPP	VVPP
20	22	was	PWS	PWS
20	23	dir	PPER	PPER
20	24	gefallen	VVPP	VVPP
20	25	hat	VAFIN	VAFIN
20	26	/	$(	$(
20	27	und	KON	KON
20	28	Hiskia	NE	NE
20	29	weint	VVFIN	VVPP
20	30	sehr	NE	ADV
20	31	.	$.	$.
21	1	da	ADV	ADV
21	2	sprach	VVFIN	VVFIN
21	3	Gott	NN	NN
21	4	der	ART	ART
21	5	Herr	NN	NN
21	6	zu	PTKZU	APPR
21	7	Jesaia	NE	NE
21	8	/	$(	$(
21	9	gehe	NE	VVFIN
21	10	hin	PTKVZ	PTKVZ
21	11	und	KON	KON
21	12	sage	VVFIN	VVFIN
21	13	Hiskia	NE	NE
21	14	/	$(	$(
21	15	so	ADV	ADV
21	16	spricht	VVFIN	VVFIN
21	17	der	ART	ART
21	18	Herr	NN	NN
21	19	der	ART	ART
21	20	Gott	NN	NN
21	21	deines	PPOSAT	PPOSAT
21	22	Vaters	NN	NN
21	23	David	NE	NE
21	24	.	$.	$.
22	1	ich	PPER	PPER
22	2	habe	VAFIN	VAFIN
22	3	dein	PPOSAT	PPOSAT
22	4	Gebet	NN	NN
22	5	gehört	VVFIN	VVPP
22	6	/	$(	$(
22	7	und	KON	KON
22	8	deinen	PPOSAT	PPOSAT
22	9	Tränen	NN	NN
22	10	gesehen	VVPP	VVPP
22	11	.	$.	$.
23	1	sieh	PRF	XY
23	2	ich	PPER	PPER
23	3	will	VMFIN	VMFIN
23	4	deinen	PPOSAT	PPOSAT
23	5	Tagen	NN	NN
23	6	noch	ADV	ADV
23	7	fünfzehn	CARD	CARD
23	8	Jahr	NN	NN
23	9	zulegen	VVINF	VVINF
23	10	/	$(	$(
23	11	und	KON	KON
23	12	will	VMFIN	VMFIN
23	13	dich	PPER	PPER
23	14	samt	APPR	APPR
23	15	dieser	PDAT	PDAT
23	16	stat	APPR	VVINF
23	17	erretten	VVINF	VVINF
23	18	von	APPR	APPR
23	19	der	ART	ART
23	20	Hand	NN	NN
23	21	des	ART	ART
23	22	Königs	NN	NN
23	23	zu	PTKZU	APPR
23	24	Assyrien	NE	NE
23	25	/	$(	$(
23	26	denn	KON	KON
23	27	ich	PPER	PPER
23	28	will	VMFIN	VMFIN
23	29	diese	PDAT	PDAT
23	30	Stadt	APPR	NN
23	31	wohl	ADV	ADV
23	32	verteidigen	NE	VVINF
23	33	.	$.	$.
24	1	bald	ADV	ADV
24	2	darnach	PAV	VVPP
24	3	hat	VAFIN	VAFIN
24	4	der	ART	ART
24	5	Prophet	NN	NN
24	6	befohlen	VVPP	VVPP
24	7	man	PIS	PIS
24	8	soll	VMFIN	VMFIN
24	9	ihm	PPER	PPER
24	10	ein	ART	ART
24	11	Pflaster	NN	NN
24	12	von	APPR	APPR
24	13	Feigen	ADJA	NN
24	14	gemacht	VVPP	VVPP
24	15	auf	APPR	APPR
24	16	das	ART	ART
24	17	Geschwer	NE	NN
24	18	legen	VVINF	VVPP
24	19	/	$(	$(
24	20	dardurch	PAV	PAV
24	21	er	PPER	PPER
24	22	auch	ADV	ADV
24	23	gesund	ADJD	ADJD
24	24	ist	VAFIN	VAFIN
24	25	worden	VAPP	VAPP
24	26	.	$.	$.
25	1	auf	APPR	APPR
25	2	diese	PDAT	PDAT
25	3	Art	NN	NN
25	4	werden	VAINF	VAFIN
25	5	in	APPR	APPR
25	6	dieser	PDAT	PDAT
25	7	fährlichen	ADJA	ADJA
25	8	Zeit	NN	NN
25	9	sich	PRF	PRF
25	10	alle	PIAT	PIAT
25	11	Christen	NN	NN
25	12	schicken	VVINF	VVINF
25	13	/	$(	$(
25	14	und	KON	KON
25	15	zubereiten	VVINF	VVINF
25	16	/	$(	$(
25	17	dann	ADV	ADV
25	18	es	PPER	PPER
25	19	auch	ADV	ADV
25	20	die	ART	ART
25	21	große	ADJA	ADJA
25	22	Not	NN	NN
25	23	erfordert	VVFIN	VVFIN
25	24	/	$(	$(
25	25	und	KON	KON
25	26	Gott	NN	NN
25	27	will	VMFIN	VMFIN
25	28	barmherzig	ADJD	VVINF
25	29	sein	VAINF	VAINF
25	30	/	$(	$(
25	31	denen	PRELS	PDS
25	32	die	ART	PRELS
25	33	ihn	PPER	PPER
25	34	anrufen	VVINF	VVFIN
25	35	/	$(	$(
25	36	mit	APPR	APPR
25	37	rechtschaffenem	ADJA	ADJA
25	38	Glauben	VVFIN	NN
25	39	dann	ADV	ADV
25	40	er	PPER	PPER
25	41	hat	VAFIN	VAFIN
25	42	es	PPER	PPER
25	43	zugesagt	VVPP	VVINF
25	44	/	$(	$(
25	45	dass	ART	KOUS
25	46	er	PPER	PPER
25	47	uns	PPER	PPER
25	48	von	APPR	APPR
25	49	dem	ART	ART
25	50	Übel	ADV	NN
25	51	erretten	VVINF	VVINF
25	52	will	VMFIN	VMFIN
25	53	.	$.	$.
26	1	was	PWS	PWS
26	2	aber	ADV	ADV
26	3	die	ART	ART
26	4	Arznei	NE	NN
26	5	betrifft	VVFIN	VVFIN
26	6	/	$(	$(
26	7	will	VMFIN	VMFIN
26	8	ich	PPER	PPER
26	9	kürzlich	ADV	ADV
26	10	anzeigen	VVINF	VVINF
26	11	so	ADV	ADV
26	12	weit	ADJD	ADJD
26	13	als	KOKOM	KOKOM
26	14	die	ART	ART
26	15	Not	NN	NN
26	16	erfordert	VVFIN	VVFIN
26	17	.	$.	$.
27	1	zum	APPRART	APPRART
27	2	Ersten	ADJA	NN
27	3	soll	VMFIN	VMFIN
27	4	ein	ART	ART
27	5	jeder	PIAT	PIS
27	6	merken	VVINF	VVINF
27	7	die	ART	ART
27	8	Zeichen	NN	NN
27	9	/	$(	$(
27	10	dabei	PAV	PAV
27	11	man	PIS	PIS
27	12	erkennen	VVINF	VVINF
27	13	möchte	VMFIN	VMFIN
27	14	/	$(	$(
27	15	ob	KOUS	KOUS
27	16	einen	ART	PIS
27	17	die	ART	ART
27	18	Gift	NN	NN
27	19	begriffen	VVPP	VVINF
27	20	habe	VAFIN	VAFIN
27	21	/	$(	$(
27	22	oder	KON	KON
27	23	nicht	PTKNEG	PTKNEG
27	24	.	$.	$.
28	1	wann	PWAV	PWAV
28	2	einer	ART	PIS
28	3	plötzlich	ADJD	ADJD
28	4	las	VVFIN	VVFIN
28	5	und	KON	KON
28	6	matt	PTKVZ	ADJD
28	7	würde	VAFIN	VAFIN
28	8	in	APPR	APPR
28	9	allen	PIAT	PIAT
28	10	seinen	PPOSAT	PPOSAT
28	11	Gliedern	NN	NN
28	12	/	$(	$(
28	13	und	KON	KON
28	14	sich	PRF	PRF
28	15	heftig	ADJD	ADJD
28	16	renkt	VVFIN	ADJD
28	17	/	$(	$(
28	18	item	ADV	ADV
28	19	wo	PWAV	PWAV
28	20	ein	ART	ART
28	21	Schauer	VVIMP	NN
28	22	einen	ART	PIS
28	23	bald	ADV	ADV
28	24	ankäme	VVFIN	ADJD
28	25	/	$(	$(
28	26	oder	KON	KON
28	27	eine	ART	ART
28	28	plötzliche	ADJD	ADJA
28	29	Hitze	NN	NN
28	30	/	$(	$(
28	31	oder	KON	KON
28	32	so	ADV	ADV
28	33	er	PPER	PPER
28	34	sich	PRF	PRF
28	35	undäut	NE	VVFIN
28	36	über	APPR	APPR
28	37	die	ART	ART
28	38	Gewohnheit	NN	NN
28	39	/	$(	$(
28	40	oder	KON	KON
28	41	so	ADV	ADV
28	42	ihn	PPER	PPER
28	43	ein	ART	ART
28	44	gewaltiger	ADJA	ADJA
28	45	Schlaf	ADJD	NN
28	46	überfällt	VVFIN	VVFIN
28	47	/	$(	$(
28	48	oder	KON	KON
28	49	eine	ART	ART
28	50	große	ADJA	ADJA
28	51	Traurigkeit	NN	NN
28	52	ihn	APPR	PPER
28	53	ängstigt	VVFIN	ADJD
28	54	/	$(	$(
28	55	und	KON	KON
28	56	der	ART	ART
28	57	Harn	NN	NN
28	58	welcher	PWAT	PRELS
28	59	doch	ADV	ADV
28	60	zu	PTKZU	APPR
28	61	dieser	PDAT	PDAT
28	62	Zeit	NN	NN
28	63	wenig	PIS	PIAT
28	64	Gewisses	ADJA	ADJD
28	65	anzeigt	VVFIN	VVFIN
28	66	/	$(	$(
28	67	ist	VAFIN	VAFIN
28	68	gemeiniglich	ADV	ADJD
28	69	gelblich	ADJD	ADJD
28	70	und	KON	KON
28	71	trüb	ADJD	ADJD
28	72	.	$.	$.
29	1	item	NN	XY
29	2	so	ADV	ADV
29	3	einem	ART	PIS
29	4	braune	ADJA	VVPP
29	5	Flecken	NN	NN
29	6	ausführen	VVINF	VVPP
29	7	/	$(	$(
29	8	und	KON	KON
29	9	sonderlich	ADJD	ADJD
29	10	/	$(	$(
29	11	wann	PWAV	KOUS
29	12	Beulen	VVINF	NN
29	13	und	KON	KON
29	14	Blattern	NN	NN
29	15	aufgefaren	VVPP	VVPP
29	16	wären	VAFIN	VAFIN
29	17	/	$(	$(
29	18	oder	KON	KON
29	19	zum	APPRART	APPRART
29	20	Wenigsten	PIAT	VVPP
29	21	ein	ART	ART
29	22	Gliedmaß	NE	NN
29	23	mehr	ADV	ADV
29	24	beschwert	VVFIN	VVPP
29	25	würde	VAFIN	VAFIN
29	26	/	$(	$(
29	27	dann	ADV	ADV
29	28	die	ART	ART
29	29	anderen	ADJA	PIS
29	30	.	$.	$.
30	1	item	NN	XY
30	2	wann	PWAV	PWAV
30	3	der	ART	ART
30	4	Leib	NN	NN
30	5	inwendig	ADJD	ADV
30	6	heiß	ADJD	ADJD
30	7	ist	VAFIN	VAFIN
30	8	/	$(	$(
30	9	und	KON	KON
30	10	auswendig	ADJD	ADV
30	11	kalt	ADJD	ADJD
30	12	.	$.	$.
31	1	item	NN	XY
31	2	so	ADV	ADV
31	3	ihm	PPER	PPER
31	4	der	ART	ART
31	5	Kopf	NN	NN
31	6	schwer	ADJD	ADJD
31	7	würde	VAFIN	VAFIN
31	8	plötzlich	ADJD	ADJD
31	9	/	$(	$(
31	10	so	ADV	ADV
31	11	ihm	PPER	PPER
31	12	die	ART	ART
31	13	Lust	NN	NN
31	14	zum	APPRART	APPRART
31	15	Essen	VVINF	NN
31	16	vergangen	VVPP	VVPP
31	17	wäre	PWS	VAFIN
31	18	/	$(	$(
31	19	so	ADV	ADV
31	20	ihn	PPER	PPER
31	21	heftiger	ADJA	ADJA
31	22	Durst	NN	NN
31	23	bald	ADV	ADV
31	24	plagt	VVFIN	VVFIN
31	25	/	$(	$(
31	26	so	ADV	ADV
31	27	ihm	PPER	PPER
31	28	der	ART	ART
31	29	Puls	NE	NN
31	30	klein	ADJD	ADJD
31	31	/	$(	$(
31	32	öfter	ADV	ADJD
31	33	und	KON	KON
31	34	tief	ADJD	ADJD
31	35	ist	VAFIN	VAFIN
31	36	/	$(	$(
31	37	vor	APPR	APPR
31	38	allem	PIS	PIS
31	39	soll	VMFIN	VMFIN
31	40	man	PIS	PIS
31	41	Achtung	NE	NN
31	42	haben	VAFIN	VAINF
31	43	/	$(	$(
31	44	so	ADV	ADV
31	45	ein	ART	ART
31	46	Wehtag	NE	NN
31	47	wäre	VAFIN	VAFIN
31	48	an	APPR	APPR
31	49	dem	ART	ART
31	50	Hals	NN	NN
31	51	/	$(	$(
31	52	oder	KON	KON
31	53	bei	APPR	APPR
31	54	den	ART	ART
31	55	Armen	ADJA	NN
31	56	/	$(	$(
31	57	oder	KON	KON
31	58	bei	APPR	APPR
31	59	dem	ART	ART
31	60	Schoß	NN	NN
31	61	und	KON	KON
31	62	Beinen	VVINF	NN
31	63	.	$.	$.
32	1	so	ADV	ADV
32	2	nun	ADV	ADV
32	3	solche	PIAT	PIAT
32	4	Zeichen	NN	NN
32	5	zum	APPRART	APPRART
32	6	Teil	NN	NN
32	7	erscheinen	VVINF	VVPP
32	8	/	$(	$(
32	9	soll	VMFIN	VMFIN
32	10	man	PIS	PIS
32	11	nicht	PTKNEG	PTKNEG
32	12	zweifeln	VVFIN	VVPP
32	13	/	$(	$(
32	14	das	ART	KOUS
32	15	ihn	PPER	PPER
32	16	die	ART	ART
32	17	Gift	NN	NN
32	18	schon	ADV	ADV
32	19	begriffen	VVPP	VVPP
32	20	hat	VAFIN	VAFIN
32	21	.	$.	$.
33	1	darzu	PAV	VVINF
33	2	muss	VMFIN	VMFIN
33	3	man	PIS	PIS
33	4	bald	ADV	ADV
33	5	zur	APPRART	APPRART
33	6	Ader	VVIMP	NN
33	7	lassen	VVINF	VVINF
33	8	/	$(	$(
33	9	und	KON	KON
33	10	in	APPR	APPR
33	11	Demselbigen	PDAT	NE
33	12	nicht	PTKNEG	PTKNEG
33	13	irren	ADJA	VVINF
33	14	/	$(	$(
33	15	welches	PRELS	PRELS
33	16	nicht	PTKNEG	PTKNEG
33	17	ohne	APPR	APPR
33	18	merklichen	ADJA	VVINF
